Path,L1Path,L1Prescale(9.5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(9.5e33),Steam hltPrescale,Wbm Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,6260,6260,1.18000,+/-,0.01491,1.18000,+/-,0.01491,0.00000,0.00%,+/-,1.79%,0.0
HLT_AK4PFJet30,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_HT650,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,1,1,461477,461477,86.83000,+/-,0.12782,86.83000,+/-,0.12782,0.00000,0.00%,+/-,0.21%,0.0
HLT_PFMET90_PFMHT90_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||0||0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFMET120_PFMHT120_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM120||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM120||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||1||0||0,1,1,27164,27164,5.11000,+/-,0.03100,5.11000,+/-,0.03100,0.00000,0.00%,+/-,0.86%,0.0
HLT_MET60_IsoTrk35_Loose,L1_ETM50||L1_ETM60||L1_ETM70,0||250||0,L1_ETM50||L1_ETM60||L1_ETM70,0||250||0,401,401,3,3,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0er1p6_dEta_Max1p8,300,L1_DoubleMu0er1p6_dEta_Max1p8,300,1,1,4051,4051,0.76000,+/-,0.01194,0.76000,+/-,0.01194,0.00000,0.00%,+/-,2.22%,0.0
HLT_DoubleMu23NoFiltersNoVtxDisplaced,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,4416,4416,0.83000,+/-,0.01249,0.83000,+/-,0.01249,0.00000,0.00%,+/-,2.13%,0.0
HLT_Mu12_Photon25_CaloIdL_L1ISO,L1_Mu5_IsoEG18,0,L1_Mu5_IsoEG18,0,0,0,165,165,0.03000,+/-,0.00234,0.03000,+/-,0.00234,0.00000,0.00%,+/-,11.01%,0.0
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,71905,71905,13.53000,+/-,0.05046,13.53000,+/-,0.05046,0.00000,0.00%,+/-,0.53%,0.0
HLT_DoubleMu8_Mass8_PFHT300,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,1,1,12802,12802,2.41000,+/-,0.02130,2.41000,+/-,0.02130,0.00000,0.00%,+/-,1.25%,0.0
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu5||L1_SingleMu7,0||200,L1_SingleMu5||L1_SingleMu7,0||200,2,2,2463,2463,0.46000,+/-,0.00927,0.46000,+/-,0.00927,0.00000,0.00%,+/-,2.85%,0.0
HLT_Mu15_IsoVVVL_PFHT400,L1_SingleMuOpen,30000,L1_SingleMuOpen,30000,1,1,34797,34797,6.55000,+/-,0.03511,6.55000,+/-,0.03511,0.00000,0.00%,+/-,0.76%,0.0
HLT_Ele15_IsoVVVL_PFHT400_PFMET50,L1_SingleEG5,80000,L1_SingleEG5,80000,1,1,7652,7652,1.44000,+/-,0.01646,1.44000,+/-,0.01646,0.00000,0.00%,+/-,1.62%,0.0
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||20000||0||8000||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PFHT650_4JetPt50,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,49,49,6033,6033,1.14000,+/-,0.01468,1.14000,+/-,0.01468,0.00000,0.00%,+/-,1.82%,0.0
HLT_DoubleMu3_PFMET50,L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55,0||1,L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55,0||1,1,1,23730,23730,4.46000,+/-,0.02895,4.46000,+/-,0.02895,0.00000,0.00%,+/-,0.92%,0.0
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,20000||0||8000||0||0||0||0||1||0||250||0||0||1||1,1,1,63344,63344,11.92000,+/-,0.04736,11.92000,+/-,0.04736,0.00000,0.00%,+/-,0.56%,0.0
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,960,960,1060,1060,0.20000,+/-,0.00614,0.20000,+/-,0.00614,0.00000,0.00%,+/-,4.34%,0.0
HLT_Mu8_TrkIsoVVL,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,16000||0||200,L1_SingleMu3||L1_SingleMu5||L1_SingleMu7,16000||0||200,125,125,4335,4335,0.82000,+/-,0.01245,0.82000,+/-,0.01245,0.00000,0.00%,+/-,2.15%,0.0
AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15 ||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||0||0||0 ||0||1||1,L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15 ||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||0||0||0 ||0||1||1,1,1,48035,48035,9.04000,+/-,0.04125,9.04000,+/-,0.04125,0.00000,0.00%,+/-,0.65%,0.0
HLT_HcalCalibration,,,,,1,1,51955,51955,9.78000,+/-,0.04291,9.78000,+/-,0.04291,0.00000,0.00%,+/-,0.62%,0.0
HLT_DiSC30_18_EIso_AND_HE_Mass70,L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||0||0||0,L1_SingleIsoEG22er||L1_SingleIsoEG24||L1_SingleEG40||L1_DoubleEG_18_17||L1_DoubleEG_22_12||L1_DoubleEG_15_10,0||0||1||0||0||0,100,100,10971,10971,2.06000,+/-,0.01967,2.06000,+/-,0.01967,0.00000,0.00%,+/-,1.35%,0.0
AlCa_DoubleEle_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15 ||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||0||0||0 ||0||1||1,L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15 ||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||0||0||0 ||0||1||1,1,1,137018,137018,25.78000,+/-,0.06965,25.78000,+/-,0.06965,0.00000,0.00%,+/-,0.38%,0.0
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25,1||1,1,1,31478,31478,5.92000,+/-,0.03337,5.92000,+/-,0.03337,0.00000,0.00%,+/-,0.80%,0.0
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,1,1,22630,22630,4.26000,+/-,0.02832,4.26000,+/-,0.02832,0.00000,0.00%,+/-,0.94%,0.0
HLT_Physics,,,,,70,70,56136,56136,10.56000,+/-,0.04457,10.56000,+/-,0.04457,0.00000,0.00%,+/-,0.60%,0.0
HLT_Mu17_Mu8,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,83,83,3642,3642,0.69000,+/-,0.01143,0.69000,+/-,0.01143,0.00000,0.00%,+/-,2.34%,0.0
HLT_DoubleMu28NoFiltersNoVtxDisplaced,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,1633,1633,0.31000,+/-,0.00767,0.31000,+/-,0.00767,0.00000,0.00%,+/-,3.50%,0.0
HLT_CaloJet500_NoJetID,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,1,1,40759,40759,7.67000,+/-,0.03799,7.67000,+/-,0.03799,0.00000,0.00%,+/-,0.70%,0.0
HLT_DiPFJetAve40,L1_ZeroBias,15923,L1_ZeroBias,15923,83,83,1579,1579,0.30000,+/-,0.00755,0.30000,+/-,0.00755,0.00000,0.00%,+/-,3.56%,0.0
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,1,1,36571,36571,6.88000,+/-,0.03598,6.88000,+/-,0.03598,0.00000,0.00%,+/-,0.74%,0.0
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,18579,18579,3.50000,+/-,0.02568,3.50000,+/-,0.02568,0.00000,0.00%,+/-,1.04%,0.0
HLT_GlobalRunHPDNoise,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR,100,3500,3500,1659,1659,0.31000,+/-,0.00761,0.31000,+/-,0.00761,0.00000,0.00%,+/-,3.47%,0.0
HLT_DiPFJetAve320,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,0||1||1,25,25,11342,11342,2.13000,+/-,0.02000,2.13000,+/-,0.02000,0.00000,0.00%,+/-,1.33%,0.0
HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL,L1_SingleMu16||L1_SingleMu25,0||1,L1_SingleMu16||L1_SingleMu25,0||1,1,1,8844,8844,1.66000,+/-,0.01765,1.66000,+/-,0.01765,0.00000,0.00%,+/-,1.50%,0.0
HLT_Ele27_WPLoose_Gsf_WHbbBoost,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,1,1,21534,21534,4.05000,+/-,0.02760,4.05000,+/-,0.02760,0.00000,0.00%,+/-,0.96%,0.0
HLT_Rsq0p02_MR400_TriPFJet80_60_40_DoubleBTagCSV_p063_Mbb60_200,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_SingleJet120||L1_SingleJet140||L1_SingleJet150||L1_SingleJet160||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_DoubleJetC80||L1_DoubleJetC100||L1_QuadJetC40||L1_QuadJetC50||L1_QuadJetC60||L1_Mu6_HTT200||L1_Mu8_HTT150||L1_EG27er_HTT200||L1_EG25er_HTT125||L1_DoubleEG6_HTT255,20000||0||8000||0||0||0||0||1||300||0||0||0||0||1||1||0||0||0||1||1||1||0||1||0||1,1,1,129664,129664,24.40000,+/-,0.06776,24.40000,+/-,0.06776,0.00000,0.00%,+/-,0.39%,0.0
HLT_Photon50,L1_SingleEG34||L1_SingleEG40,0||1,L1_SingleEG34||L1_SingleEG40,0||1,3200,3200,2696,2696,0.51000,+/-,0.00982,0.51000,+/-,0.00982,0.00000,0.00%,+/-,2.72%,0.0
HLT_HT350_DisplacedDijet40_DisplacedTrack,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,20000||0||8000||0||0||0||0||1||1,1,1,19421,19421,3.65000,+/-,0.02619,3.65000,+/-,0.02619,0.00000,0.00%,+/-,1.01%,0.0
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,L1_Mu5_EG20||L1_MU20_EG15,0||1,L1_Mu5_EG20||L1_MU20_EG15,0||1,1,1,13554,13554,2.55000,+/-,0.02190,2.55000,+/-,0.02190,0.00000,0.00%,+/-,1.21%,0.0
HLT_PFMET110_PFMHT110_IDTight,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM75||L1_ETM80||L1_ETM85||L1_ETM90||L1_ETM95||L1_ETM100||L1_ETM75_Jet60_dPhi_Min0p4||L1_DoubleJetC60_ETM60,0||250||0||0||0||0||1||1||1||0||0,1,1,42594,42594,8.01000,+/-,0.03881,8.01000,+/-,0.03881,0.00000,0.00%,+/-,0.69%,0.0
HLT_AK4CaloJet50,L1_MinimumBiasHF0_OR_BptxAND,1,L1_MinimumBiasHF0_OR_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1,1,1,13370,13370,2.52000,+/-,0.02179,2.52000,+/-,0.02179,0.00000,0.00%,+/-,1.22%,0.0
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,0||0||1||1,1,1,35216,35216,6.63000,+/-,0.03533,6.63000,+/-,0.03533,0.00000,0.00%,+/-,0.75%,0.0
HLT_Ele23_WPLoose_Gsf_WHbbBoost,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET90,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,L1_ETM80||L1_ETM90||L1_ETM100,0||1||1,1,1,43048,43048,8.10000,+/-,0.03904,8.10000,+/-,0.03904,0.00000,0.00%,+/-,0.68%,0.0
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau32_Trk1_eta2p1_Reg,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||0||0||1||1||1||0||0||0||0||0||1||1||0||0||0||0||0||1||1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_MET300,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,250||0||0||1||1||1,1,1,4836,4836,0.91000,+/-,0.01309,0.91000,+/-,0.01309,0.00000,0.00%,+/-,2.03%,0.0
HLT_AK8PFJet200,L1_SingleJet120,300,L1_SingleJet120,300,4,4,5569,5569,1.05000,+/-,0.01407,1.05000,+/-,0.01407,0.00000,0.00%,+/-,1.90%,0.0
HLT_ZeroBias_FirstCollisionInTrain,L1_FirstBunchInTrain,25301,L1_FirstBunchInTrain,25301,1,1,104881,104881,19.73000,+/-,0.06092,19.73000,+/-,0.06092,0.00000,0.00%,+/-,0.44%,0.0
HLT_L1FatEvents_part1,,,,,7,7,562035,562035,105.75000,+/-,0.14106,105.75000,+/-,0.14106,0.00000,0.00%,+/-,0.19%,0.0
HLT_PFJet140,L1_SingleJet90,3000,L1_SingleJet90,3000,1,1,6351,6351,1.19000,+/-,0.01493,1.19000,+/-,0.01493,0.00000,0.00%,+/-,1.77%,0.0
HLT_Photon165_HE10,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,50225,50225,9.45000,+/-,0.04217,9.45000,+/-,0.04217,0.00000,0.00%,+/-,0.63%,0.0
HLT_PixelTracks_Multiplicity60ForEndOfFill,L1_ETT25_BptxAND,0,L1_ETT25_BptxAND,0,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_PixelTracks_Multiplicity160ForEndOfFill,L1_ETT60_BptxAND,1,L1_ETT60_BptxAND,1,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_DoubleIsoTau28er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er||L1_DoubleIsoTau33er||L1_DoubleIsoTau34er||L1_DoubleIsoTau35er||L1_DoubleTau50er,0||0||0||0||0||0||1,L1_DoubleIsoTau28er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er||L1_DoubleIsoTau33er||L1_DoubleIsoTau34er||L1_DoubleIsoTau35er||L1_DoubleTau50er,0||0||0||0||0||0||1,1,1,238648,238648,44.90000,+/-,0.09191,44.90000,+/-,0.09191,0.00000,0.00%,+/-,0.29%,0.0
HLT_VBF_DisplacedJet40_DisplacedTrack,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||0||1 ||1,1,1,18462,18462,3.47000,+/-,0.02554,3.47000,+/-,0.02554,0.00000,0.00%,+/-,1.04%,0.0
HLT_Mu3_PFJet40,L1_SingleMu3,16000,L1_SingleMu3,16000,1,1,7471,7471,1.41000,+/-,0.01631,1.41000,+/-,0.01631,0.00000,0.00%,+/-,1.64%,0.0
HLT_Photon135_PFMET100,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||0||0||1||1||1||0||1||1||0||1,1,1,5308,5308,1.00000,+/-,0.01373,1.00000,+/-,0.01373,0.00000,0.00%,+/-,1.94%,0.0
HLT_L1FatEvents_part2,,,,,0,0,0,0,0.00000,+/-,0.00000,0.00000,+/-,0.00000,0.00000,0.00%,+/-,0.00%,N/A
