Path,Group,Dataset,L1Path,L1Prescale(1.15e34),Steam L1path,Steam L1Prescale,WBM hltPrescale(1.15e34),Steam hltPrescale,Wbm Count,Wbm prescaled Count,Steam Count,,Data Rate (Hz),,,Steam Rate (Hz),,abs(Data-Steam)(Hz),,Bias : (data-steam)/max(data;steam),,Pull
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p54,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,25906,69,83,4.87,+/-,0.03,5.85,+/-,0.64,0.97861,16.73%,+/-,9.15%,1.52439209139
HLT_PFMETTypeOne190_HBHE_BeamHaloCleaned,"JME","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,0||200||0||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 0||150||0||1||1||1,1,1,25765,68,71,4.85,+/-,0.03,5.00,+/-,0.59,0.15303,3.06%,+/-,11.52%,0.257733483616
HLT_DoubleIsoMu17_eta2p1,"TAU,HIG","OnlineMonitor,SingleMuon",L1_DoubleMu_12_5,1,L1_DoubleMu_12_5, 1,1,1,25723,68,71,4.84,+/-,0.03,5.00,+/-,0.59,0.16303,3.26%,+/-,11.50%,0.274575579059
HLT_BTagMu_DiJet70_Mu5,"BTV","OnlineMonitor,BTagMu",L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4,18,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4, 15,5,5,25291,67,69,4.76,+/-,0.03,0.97,+/-,0.12,3.78758,79.57%,+/-,0.80%,32.354343825
HLT_Random,"null","OnlineMonitor,ExpressPhysics,ZeroBias",,,, ,120,1,25318,67,0,4.76,+/-,0.03,0.00,+/-,0.00,4.76000,100.00%,+/-,0.63%,No rates in Steam
DST_L1HTT_BTagScouting,null,null,L1_HTT200||L1_HTT240||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,0||0||0||0||1||1,, ,1000,-1,25176,67,0,4.74,+/-,0.03,0.00,+/-,0.00,4.74000,100.00%,+/-,0.63%,No rates in Steam
HLT_Mu23_TrkIsoVVL_Ele8_CaloIdL_TrackIdL_IsoVL," ","OnlineMonitor,MuonEG",L1_SingleMu20er||L1_SingleMu22||L1_SingleMu25||L1_Mu20_IsoEG6,1||1||1||1,L1_SingleMu20er||L1_SingleMu22||L1_SingleMu25||L1_Mu20_IsoEG6, 1||1||1||0,1,1,25206,67,62,4.74,+/-,0.03,4.37,+/-,0.55,0.37116,7.83%,+/-,10.81%,0.668940766133
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,"null","OnlineMonitor,MuonEG",L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||0||10000||0||7000||0||0||0||0||1||1,L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 1||0||9500||0||6500||0||0||0||1||1||1,1,1,25131,67,61,4.73,+/-,0.03,4.30,+/-,0.55,0.43162,9.13%,+/-,10.59%,0.78426824946
HLT_Dimuon13_PsiPrime,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu_11_4||L1_DoubleMu_12_5, 0||1||1,1,1,25053,66,68,4.71,+/-,0.03,4.79,+/-,0.58,0.08163,1.70%,+/-,11.94%,0.140488420795
DST_CaloJet40_CaloScouting_PFScouting,null,null,L1_ZeroBias,15923,, ,10,-1,25019,66,0,4.71,+/-,0.03,0.00,+/-,0.00,4.71000,100.00%,+/-,0.63%,No rates in Steam
HLT_DiCentralPFJet430,"EXO.","OnlineMonitor,JetHT",L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200,1||1||1||1,L1_DoubleJetC100||L1_DoubleJetC112||L1_DoubleJetC120||L1_SingleJet200, 1||1||1||1,1,1,24954,66,66,4.70,+/-,0.03,4.65,+/-,0.57,0.04930,1.05%,+/-,12.07%,0.0861134266306
HLT_BTagMu_DiJet40_Mu5,"BTV","OnlineMonitor,BTagMu",L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4,420,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4, 400,1,1,24994,66,68,4.70,+/-,0.03,4.79,+/-,0.58,0.09163,1.91%,+/-,11.91%,0.157698023408
HLT_Photon250_NoHE,"HIG","OnlineMonitor,SinglePhoton",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er,0||1||1||1||1||1||1||1||1||0||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleJet170||L1_SingleJet180||L1_SingleJet200||L1_SingleTau100er||L1_SingleTau120er, 1||1||1||1||1||1||1||1||1||1||1,1,1,24719,66,79,4.65,+/-,0.03,5.57,+/-,0.63,0.91675,16.47%,+/-,9.41%,1.46373725614
HLT_MET200,"Exotica ","OnlineMonitor,MET",L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120,0||200||0||1||1||1||1,L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100||L1_ETM120, 0||150||0||1||1||1||1,1,1,23825,63,59,4.48,+/-,0.03,4.16,+/-,0.54,0.32255,7.20%,+/-,11.23%,0.595937184914
HLT_DoubleMu3_PFMET50,"SUS","OnlineMonitor,MET",L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55,0||1,L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55, 0||1,1,1,23730,63,56,4.46,+/-,0.03,3.95,+/-,0.53,0.51395,11.52%,+/-,10.48%,0.974655290763
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23, 1||1||1||1,1,1,23320,62,68,4.39,+/-,0.03,4.79,+/-,0.58,0.40163,8.38%,+/-,11.13%,0.691195704392
DST_CaloJet40_CaloBTagScouting,null,null,L1_ZeroBias,15923,, ,10,-1,23056,61,0,4.34,+/-,0.03,0.00,+/-,0.00,4.34000,100.00%,+/-,0.66%,No rates in Steam
HLT_VBF_DisplacedJet40_DisplacedTrack_2TrackIP2DSig5,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300, 1||1||1||1,1,1,22630,60,62,4.26,+/-,0.03,4.37,+/-,0.55,0.10884,2.49%,+/-,12.40%,0.196167956921
HLT_PFHT350_DiPFJetAve90_PFAlphaT0p53,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,22553,60,65,4.24,+/-,0.03,4.58,+/-,0.57,0.34024,7.43%,+/-,11.50%,0.59889626771
HLT_DoubleMu33NoFiltersNoVtx,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,21886,58,52,4.12,+/-,0.03,3.66,+/-,0.51,0.45581,11.06%,+/-,10.99%,0.897030052644
HLT_Ele27_WPLoose_Gsf_WHbbBoost,"null","OnlineMonitor,SingleElectron",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1,1,1,21534,57,48,4.05,+/-,0.03,3.38,+/-,0.49,0.66767,16.49%,+/-,10.09%,1.36762408018
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelSeedMatch_Mass70,"null","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,1,1,21477,57,55,4.04,+/-,0.03,3.88,+/-,0.52,0.16441,4.07%,+/-,12.43%,0.314617193086
DST_CaloJet40_BTagScouting,null,null,L1_ZeroBias,15923,, ,10,-1,20977,56,0,3.95,+/-,0.03,0.00,+/-,0.00,3.95000,100.00%,+/-,0.69%,No rates in Steam
HLT_BTagMu_DiJet20_Mu5,"BTV","OnlineMonitor,BTagMu",L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4,420,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4, 400,6,6,20428,54,56,3.84,+/-,0.03,0.66,+/-,0.09,3.18232,82.87%,+/-,0.80%,36.2098758726
HLT_Mu20_Mu10_SameSign,"Higgs","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,20372,54,49,3.83,+/-,0.03,3.45,+/-,0.49,0.37721,9.85%,+/-,11.63%,0.764724165561
HLT_Mu25_TkMu0_dEta18_Onia,"BPH","OnlineMonitor,MuOnia",L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er,0||1||1||1,L1_SingleMu20||L1_SingleMu22||L1_SingleMu25||L1_SingleMu20er, 1||1||1||1,1,1,20247,54,43,3.81,+/-,0.03,3.03,+/-,0.46,0.78000,20.47%,+/-,9.67%,1.68804344569
HLT_HT350_DisplacedDijet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,1,1,19421,51,46,3.65,+/-,0.03,3.24,+/-,0.48,0.40860,11.19%,+/-,11.65%,0.854959407294
HLT_L2DoubleMu28_NoVertex_2Cha_Angle2p5_Mass10,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,18579,49,43,3.50,+/-,0.03,3.03,+/-,0.46,0.47000,13.43%,+/-,11.45%,1.01715121191
HLT_VBF_DisplacedJet40_DisplacedTrack,"EXO","OnlineMonitor,DisplacedJet",L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF ||L1_HTT300,0||1||1 ||1,L1_TripleJet_84_68_48_VBF||L1_TripleJet_88_72_56_VBF||L1_TripleJet_92_76_64_VBF||L1_HTT300, 1||1||1||1,1,1,18462,49,55,3.47,+/-,0.03,3.88,+/-,0.52,0.40559,10.47%,+/-,12.09%,0.776116702385
HLT_IsoMu21_eta2p1_LooseIsoPFTau50_Trk30_eta2p1_SingleL1,"HIG,TAU. EXO","OnlineMonitor,SingleMuon",L1_SingleMu20er||L1_SingleMu22er,1||1,L1_SingleMu20er||L1_SingleMu22er, 1||1,1,1,18315,48,61,3.45,+/-,0.03,4.30,+/-,0.55,0.84838,19.74%,+/-,10.29%,1.54152095656
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,DoubleEG",L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||1||1||1||1||1||0||0||0||1||1||1||1||0||0||0||1||1||1||1||0||0||0||0||0||0||1||1||1,L1_SingleEG30||L1_SingleEG32||L1_SingleEG34||L1_SingleEG36||L1_SingleEG38||L1_SingleEG40||L1_SingleIsoEG22er||L1_SingleIsoEG24er||L1_SingleIsoEG26er||L1_SingleIsoEG28er||L1_SingleIsoEG30er||L1_SingleIsoEG32er||L1_SingleIsoEG34er||L1_SingleIsoEG24||L1_SingleIsoEG26||L1_SingleIsoEG28||L1_SingleIsoEG30||L1_SingleIsoEG32||L1_SingleIsoEG34||L1_SingleIsoEG36||L1_DoubleEG_15_10||L1_DoubleEG_18_17||L1_DoubleEG_20_18||L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||1||0||0||1||1||1||1||1||0||0||1||1||1||1||1||0||1||1||1||1||1||1||1||0,14,10,18154,48,32,3.42,+/-,0.03,0.23,+/-,0.04,3.19451,93.41%,+/-,0.75%,80.1409977932
HLT_BTagMu_Jet300_Mu5,"BTV","OnlineMonitor,BTagMu",L1_SingleJet200,1,L1_SingleJet200, 1,1,1,17982,48,47,3.38,+/-,0.03,3.31,+/-,0.48,0.06814,2.02%,+/-,14.02%,0.141042449488
HLT_Ele50_IsoVVVL_PFHT400,"SUS","OnlineMonitor,SingleElectron",L1_SingleEG5,60000,L1_SingleEG5, 50000,1,1,17756,47,48,3.34,+/-,0.03,3.38,+/-,0.49,0.04233,1.25%,+/-,14.27%,0.0867061396808
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,"null","OnlineMonitor,DoubleEG",L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,1||10000||0||7000||0||0||0||0||1||1,L1_DoubleEG6_HTT255||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 1||9500||0||6500||0||0||0||1||1||1,1,1,17504,46,46,3.29,+/-,0.02,3.24,+/-,0.48,0.04860,1.48%,+/-,14.33%,0.101692508513
HLT_PFHT600,"SUS","OnlineMonitor,JetHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320,10000||0||7000||0||0||0||0||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320, 9500||0||6500||0||0||0||1||1||1,52,40,17025,45,53,3.20,+/-,0.02,0.09,+/-,0.01,3.10663,97.08%,+/-,0.77%,242.235277499
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,"HIG","OnlineMonitor,MuonEG",L1_Mu20_EG10|| L1_Mu23_EG10,1|| 1,L1_Mu20_EG10||L1_Mu23_EG10, 1||1,1,1,16916,45,36,3.18,+/-,0.02,2.54,+/-,0.42,0.64325,20.23%,+/-,10.63%,1.52144299065
HLT_AK8PFJet40,"SMP","OnlineMonitor,JetHT",L1_ZeroBias,15923,L1_ZeroBias, 15013,80,60,16560,44,39,3.12,+/-,0.02,0.05,+/-,0.01,3.07420,98.53%,+/-,0.78%,419.156328085
HLT_DiPFJetAve60_HFJEC,"FSQ,JME","OnlineMonitor,JetHT",L1_SingleJet35,3500,L1_SingleJet35, 3000,1,1,16255,43,47,3.06,+/-,0.02,3.31,+/-,0.48,0.25186,7.60%,+/-,13.50%,0.521366738668
HLT_DiPFJetAve220_HFJEC,"FSQ,JME","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,2,2,15745,42,52,2.96,+/-,0.02,1.83,+/-,0.25,1.12790,38.10%,+/-,5.37%,4.43941808334
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,"SUS","OnlineMonitor,HTMHT",L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100,10000||0||7000||0||0||0||0||1||0||200||0||1||1||1,L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_ETM50||L1_ETM60||L1_ETM70||L1_ETM80||L1_ETM90||L1_ETM100, 9500||0||6500||0||0||0||1||1||0||150||0||1||1||1,1,1,15503,41,43,2.92,+/-,0.02,3.03,+/-,0.46,0.11000,3.63%,+/-,14.72%,0.238066515804
HLT_IsoMu16_eta2p1_MET30_LooseIsoPFTau50_Trk30_eta2p1,"HIG,TAU. EXO","OnlineMonitor,SingleMuon",L1_Mu10er_ETM30||L1_Mu14er_ETM30,0||0,L1_Mu10er_ETM30||L1_Mu14er_ETM30, 0||1,0,1,15496,41,53,2.92,+/-,0.02,3.73,+/-,0.51,0.81466,21.81%,+/-,10.76%,1.58804011449
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET110,"null","OnlineMonitor,Tau",L1_ETM80||L1_ETM90||L1_ETM100,1||1||1,L1_ETM80||L1_ETM90||L1_ETM100, 1||1||1,1,1,15489,41,47,2.91,+/-,0.02,3.31,+/-,0.48,0.40186,12.13%,+/-,12.84%,0.831871045616
HLT_PFJet40,"SMP","OnlineMonitor,JetHT",L1_ZeroBias,15923,L1_ZeroBias, 15013,16,12,15322,40,37,2.88,+/-,0.02,0.22,+/-,0.04,2.66273,92.46%,+/-,0.81%,74.5475178983
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,"TAU,HIG","OnlineMonitor,DoubleEG",L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12,0||0||0||1||1||1,L1_DoubleEG_22_10||L1_DoubleEG_22_12||L1_DoubleEG_22_15||L1_DoubleEG_23_10||L1_DoubleEG_24_17||L1_DoubleEG_25_12, 1||1||1||1||1||0,1,1,14873,39,37,2.80,+/-,0.02,2.61,+/-,0.43,0.19279,6.89%,+/-,14.28%,0.449783337763
HLT_AK8PFJet320,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,40,30,14824,39,25,2.79,+/-,0.02,0.06,+/-,0.01,2.73128,97.90%,+/-,0.82%,232.56406729
DST_L1DoubleMu_CaloScouting_PFScouting,null,null,L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,, ,1000,-1,14756,39,0,2.78,+/-,0.02,0.00,+/-,0.00,2.78000,100.00%,+/-,0.82%,No rates in Steam
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,"EXO","OnlineMonitor,SingleMuon",L1_SingleMu22||L1_SingleMu25,1||1,L1_SingleMu22||L1_SingleMu25, 1||1,1,1,14336,38,43,2.70,+/-,0.02,3.03,+/-,0.46,0.33000,10.89%,+/-,13.61%,0.714183584938
HLT_DoubleMu4_PsiPrimeTrk_Displaced,"BPH","OnlineMonitor,Charmonium",L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5,0||0||1||1||1,L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu0er1p4_dEta_Max1p8_OS||L1_DoubleMu_11_4||L1_DoubleMu_12_5, 0||1||0||1||1,1,1,14056,37,33,2.64,+/-,0.02,2.33,+/-,0.40,0.31465,11.92%,+/-,13.53%,0.77730911982
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,"EXO","OnlineMonitor,EventDisplay,MuonEG",L1_SingleMu22||L1_SingleMu25||L1_MU20_EG15||L1_Mu5_EG20,1||1||1||1,L1_SingleMu22||L1_SingleMu25||L1_MU20_EG15||L1_Mu5_EG20, 1||1||1||1,1,1,13999,37,31,2.63,+/-,0.02,2.18,+/-,0.39,0.44558,16.94%,+/-,12.42%,1.13571381686
HLT_AK8PFJet400,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,14,10,13820,36,39,2.60,+/-,0.02,0.27,+/-,0.04,2.32519,89.43%,+/-,0.87%,52.8385195132
HLT_Mu12_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_DZ,"HIG","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23,1||1||1||1,L1_Mu5_EG20||L1_Mu5_IsoEG18||L1_Mu5_IsoEG20||L1_Mu5_EG23, 1||1||1||1,1,1,13635,36,34,2.57,+/-,0.02,2.40,+/-,0.41,0.17418,6.78%,+/-,14.93%,0.423927833454
HLT_AK8PFJet260,"SMP","OnlineMonitor,JetHT",L1_SingleJet170||L1_SingleJet180||L1_SingleJet200,1||1||1,L1_SingleJet170||L1_SingleJet180||L1_SingleJet200, 1||1||1,119,91,13600,36,34,2.56,+/-,0.02,0.03,+/-,0.00,2.53367,98.97%,+/-,0.86%,561.148340519
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,"EXO","OnlineMonitor,MuonEG",L1_Mu5_EG20||L1_MU20_EG15,1||1,L1_Mu5_EG20||L1_MU20_EG15, 1||1,1,1,13554,36,27,2.55,+/-,0.02,1.90,+/-,0.37,0.64744,25.39%,+/-,10.75%,1.76824581324
HLT_Mu20_Mu10_SameSign_DZ,"Higgs","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,13370,35,34,2.52,+/-,0.02,2.40,+/-,0.41,0.12418,4.93%,+/-,15.53%,0.302237566366
HLT_DoubleMu38NoFiltersNoVtx,"EXO","OnlineMonitor,DoubleMuon",L1_DoubleMu_11_4||L1_DoubleMu_12_5,1||1,L1_DoubleMu_11_4||L1_DoubleMu_12_5, 1||1,1,1,13331,35,32,2.51,+/-,0.02,2.25,+/-,0.40,0.25511,10.16%,+/-,14.29%,0.640005651896
HLT_IsoTrackHB,"null","OnlineMonitor,Commissioning",L1_SingleJet60,1200,L1_SingleJet60, 1000,5,5,13355,35,40,2.51,+/-,0.02,0.56,+/-,0.09,1.94628,77.54%,+/-,1.18%,21.8358582482
HLT_Mu40_eta2p1_PFJet200_PFJet50,"B2G","OnlineMonitor,SingleMuon",L1_SingleMu16er||L1_SingleMu20er,120||1,L1_SingleMu16er||L1_SingleMu20er, 100||1,1,1,13364,35,31,2.51,+/-,0.02,2.18,+/-,0.39,0.32558,12.97%,+/-,13.63%,0.82985169459
