Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_L2Mu10_NoVertex_NoBPTX3BX_NoHalo,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1,L1_SingleMuOpen_NotBptxOR, 1,30,30,2.41,+/-,0.01,72.52,+/-,0.86,2.42,+/-,0.03,0.28%,+/-,1.26%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,2,2,2.41,+/-,0.01,4.47,+/-,0.21,2.23,+/-,0.11,7.22%,+/-,4.14%
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_HTT125 OR L1_EG25er_HTT100,1 | 1,L1_EG25er_HTT125 OR L1_HTT125 OR L1_HTT100, -1||1|1,1,1,2.32,+/-,0.01,2.33,+/-,0.15,2.33,+/-,0.15,0.18%,+/-,6.64%
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,2.28,+/-,0.01,2.24,+/-,0.15,2.24,+/-,0.15,1.52%,+/-,6.57%
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1,L1_SingleJet176 OR L1_SingleJet200, 1|1,1,1,2.26,+/-,0.01,2.06,+/-,0.15,2.06,+/-,0.15,8.77%,+/-,5.89%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,1,1,2.25,+/-,0.01,2.06,+/-,0.15,2.06,+/-,0.15,8.56%,+/-,5.91%
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.20,+/-,0.01,1.81,+/-,0.14,1.81,+/-,0.14,17.35%,+/-,5.15%
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.17,+/-,0.01,2.01,+/-,0.14,2.01,+/-,0.14,7.61%,+/-,6.11%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,2.10,+/-,0.01,1.98,+/-,0.14,1.98,+/-,0.14,5.95%,+/-,6.38%
HLT_Photon165_HE10,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,2.10,+/-,0.01,2.20,+/-,0.15,2.20,+/-,0.15,4.91%,+/-,6.50%
HLT_MET250,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,2.04,+/-,0.01,1.98,+/-,0.14,1.98,+/-,0.14,3.08%,+/-,6.78%
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,2.00,+/-,0.01,1.87,+/-,0.14,1.87,+/-,0.14,6.83%,+/-,6.45%
HLT_DiPFJetAve400,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,2.00,+/-,0.01,1.83,+/-,0.14,1.83,+/-,0.14,8.28%,+/-,6.31%
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,1.99,+/-,0.01,1.83,+/-,0.14,1.83,+/-,0.14,7.75%,+/-,6.38%
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.98,+/-,0.01,1.86,+/-,0.14,1.86,+/-,0.14,6.39%,+/-,6.53%
HLT_HT400_DisplacedDijet40_Inclusive,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,1.94,+/-,0.01,1.82,+/-,0.14,1.82,+/-,0.14,5.91%,+/-,6.65%
HLT_Photon175,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,1.91,+/-,0.01,2.03,+/-,0.14,2.03,+/-,0.14,5.72%,+/-,6.72%
HLT_Dimuon13_Upsilon,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,1.90,+/-,0.01,1.69,+/-,0.13,1.69,+/-,0.13,10.91%,+/-,6.20%
HLT_IsoTrackHE,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,1.89,+/-,0.01,1.90,+/-,0.14,1.90,+/-,0.14,0.29%,+/-,7.35%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,1.88,+/-,0.01,1.68,+/-,0.13,1.68,+/-,0.13,10.72%,+/-,6.24%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.87,+/-,0.01,1.85,+/-,0.14,1.85,+/-,0.14,1.56%,+/-,7.24%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.87,+/-,0.01,1.82,+/-,0.14,1.82,+/-,0.14,2.62%,+/-,7.12%
HLT_PFMET110_PFMHT110_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.85,+/-,0.01,1.75,+/-,0.13,1.75,+/-,0.13,5.41%,+/-,6.86%
HLT_PFJet400,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,2,2,1.85,+/-,0.01,3.23,+/-,0.18,1.61,+/-,0.09,12.80%,+/-,4.31%
HLT_Dimuon8_PsiPrime_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,1.82,+/-,0.01,1.92,+/-,0.14,1.92,+/-,0.14,4.80%,+/-,6.98%
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,4,4,1.78,+/-,0.01,7.11,+/-,0.27,1.78,+/-,0.07,0.12%,+/-,3.82%
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,2,2,1.77,+/-,0.01,3.45,+/-,0.19,1.73,+/-,0.09,2.54%,+/-,5.20%
HLT_Dimuon0er16_Jpsi_NoOS_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 60,L1_DoubleMu0_Eta1p6_WdEta18, 1,14,14,1.77,+/-,0.01,24.95,+/-,0.51,1.78,+/-,0.04,0.58%,+/-,2.08%
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.76,+/-,0.01,1.62,+/-,0.13,1.62,+/-,0.13,8.18%,+/-,6.73%
HLT_DiPFJetAve160_HFJEC,L1_SingleJet128,1,L1_SingleJet128, 1,6,6,1.73,+/-,0.01,9.83,+/-,0.32,1.64,+/-,0.05,5.41%,+/-,2.93%
HLT_Mu40_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,1.71,+/-,0.01,1.58,+/-,0.13,1.58,+/-,0.13,7.45%,+/-,6.92%
HLT_Mu15_IsoVVVL_PFHT350,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.70,+/-,0.01,1.64,+/-,0.13,1.64,+/-,0.13,3.77%,+/-,7.34%
HLT_CaloJet500_NoJetID,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,1.70,+/-,0.01,1.66,+/-,0.13,1.66,+/-,0.13,2.08%,+/-,7.55%
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.68,+/-,0.01,1.63,+/-,0.13,1.63,+/-,0.13,2.79%,+/-,7.51%
HLT_Dimuon0er16_Jpsi_NoVertexing,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu0,1 | 1 | 60,L1_DoubleMu0_Eta1p6_WdEta18_OS, 1,14,14,1.67,+/-,0.01,23.67,+/-,0.49,1.69,+/-,0.04,1.50%,+/-,2.11%
HLT_DiPFJetAve200,L1_SingleJet128,1,L1_SingleJet128, 1,35,35,1.66,+/-,0.01,56.28,+/-,0.76,1.61,+/-,0.02,2.92%,+/-,1.37%
HLT_LooseIsoPFTau50_Trk30_eta2p1,L1_QuadJetC36_TauJet52,3,L1_QuadJetC36_TauJet52, 3,4,4,1.65,+/-,0.01,6.21,+/-,0.25,1.55,+/-,0.06,6.11%,+/-,3.62%
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.63,+/-,0.01,1.59,+/-,0.13,1.59,+/-,0.13,2.52%,+/-,7.65%
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.59,+/-,0.01,1.65,+/-,0.13,1.65,+/-,0.13,3.60%,+/-,7.61%
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,1.57,+/-,0.01,1.25,+/-,0.11,1.25,+/-,0.11,20.22%,+/-,5.79%
HLT_IsoMu18_CentralPFJet30_BTagCSV07,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,1.57,+/-,0.01,2.24,+/-,0.15,2.24,+/-,0.15,30.19%,+/-,4.73%
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.56,+/-,0.01,1.60,+/-,0.13,1.60,+/-,0.13,2.70%,+/-,7.81%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.55,+/-,0.01,1.91,+/-,0.14,1.91,+/-,0.14,18.53%,+/-,5.99%
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,20,20,1.55,+/-,0.01,30.98,+/-,0.56,1.55,+/-,0.03,0.10%,+/-,1.89%
HLT_DoubleJetsC100_DoubleBTagCSV0p9_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,1.54,+/-,0.01,1.67,+/-,0.13,1.67,+/-,0.13,7.79%,+/-,7.24%
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,4,4,1.54,+/-,0.01,5.49,+/-,0.24,1.37,+/-,0.06,10.61%,+/-,3.49%
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,1.50,+/-,0.01,1.61,+/-,0.13,1.61,+/-,0.13,6.94%,+/-,7.44%
HLT_Mu7p5_Track2_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,1.48,+/-,0.01,1.23,+/-,0.11,1.23,+/-,0.11,17.07%,+/-,6.30%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,1.48,+/-,0.01,1.28,+/-,0.11,1.28,+/-,0.11,13.45%,+/-,6.72%
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,1.45,+/-,0.01,1.27,+/-,0.11,1.27,+/-,0.11,12.55%,+/-,6.89%
HLT_Mu17_Photon30_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.38,+/-,0.01,1.24,+/-,0.11,1.24,+/-,0.11,10.35%,+/-,7.33%
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.37,+/-,0.01,1.40,+/-,0.12,1.40,+/-,0.12,2.51%,+/-,8.35%
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,1.35,+/-,0.01,1.25,+/-,0.11,1.25,+/-,0.11,7.57%,+/-,7.75%
HLT_PFMET120_PFMHT120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,1.33,+/-,0.01,1.23,+/-,0.11,1.23,+/-,0.11,7.58%,+/-,7.82%
HLT_Mu7p5_Track3p5_Jpsi,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,1.31,+/-,0.01,1.10,+/-,0.11,1.10,+/-,0.11,16.40%,+/-,6.78%
HLT_L1SingleMu16,L1_SingleMu16,1,L1_SingleMu16, 1,2000,2000,1.31,+/-,0.01,2591.66,+/-,5.15,1.30,+/-,0.00,0.96%,+/-,0.61%
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,1.30,+/-,0.01,1.10,+/-,0.11,1.10,+/-,0.11,15.93%,+/-,6.86%
HLT_PFHT450_SixJet40_PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,1.27,+/-,0.01,1.07,+/-,0.10,1.07,+/-,0.10,16.08%,+/-,6.93%
HLT_IsoMu20_eta2p1_LooseIsoPFTau20,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,1.27,+/-,0.01,1.49,+/-,0.12,1.49,+/-,0.12,14.66%,+/-,7.10%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.26,+/-,0.01,1.16,+/-,0.11,1.16,+/-,0.11,8.29%,+/-,7.93%
HLT_MET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,1.25,+/-,0.01,1.25,+/-,0.11,1.25,+/-,0.11,0.27%,+/-,9.02%
HLT_IsoTrackHB,L1_SingleJet68,300,L1_SingleJet68, 300,1,1,1.25,+/-,0.01,1.33,+/-,0.12,1.33,+/-,0.12,6.54%,+/-,8.22%
HLT_TkMu20,L1_SingleMu16,1,L1_SingleMu16, 1,100,100,1.24,+/-,0.01,119.74,+/-,1.11,1.20,+/-,0.01,3.14%,+/-,1.05%
HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleEG20,1,L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25, 1|1|1|4|1|1,1,1,1.22,+/-,0.01,1.32,+/-,0.12,1.32,+/-,0.12,7.55%,+/-,8.16%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|1|1|1,1,1,1.20,+/-,0.01,1.16,+/-,0.11,1.16,+/-,0.11,3.74%,+/-,8.74%
HLT_Ele23_CaloIdL_TrackIdL_IsoVL,L1_SingleEG20,1,L1_SingleEG20, 1,400,400,1.20,+/-,0.01,479.29,+/-,2.22,1.20,+/-,0.01,0.35%,+/-,0.76%
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,1,1,1.16,+/-,0.01,1.18,+/-,0.11,1.18,+/-,0.11,1.72%,+/-,9.18%
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,1.15,+/-,0.01,1.19,+/-,0.11,1.19,+/-,0.11,3.56%,+/-,8.97%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,1.14,+/-,0.01,1.05,+/-,0.10,1.05,+/-,0.10,8.08%,+/-,8.39%
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,1,1,1.13,+/-,0.01,1.10,+/-,0.11,1.10,+/-,0.11,3.24%,+/-,9.07%
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,1.13,+/-,0.01,1.01,+/-,0.10,1.01,+/-,0.10,9.81%,+/-,8.20%
HLT_DoubleJet90_Double30_DoubleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,7,7,1.12,+/-,0.01,7.65,+/-,0.28,1.09,+/-,0.04,2.23%,+/-,3.56%
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,1.11,+/-,0.01,1.03,+/-,0.10,1.03,+/-,0.10,7.98%,+/-,8.49%
HLT_PFHT350,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,180,180,1.10,+/-,0.01,193.32,+/-,1.41,1.07,+/-,0.01,2.79%,+/-,0.93%
HLT_JetE50_NoBPTX3BX_NoHalo,L1_SingleJetC32_NotBptxOR,1,L1_SingleJetC32_NotBptxOR, 1,1,1,1.10,+/-,0.01,1.22,+/-,0.11,1.22,+/-,0.11,9.63%,+/-,8.30%
HLT_IsoMu22_CentralPFJet30_BTagCSV07,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,1.10,+/-,0.01,1.52,+/-,0.12,1.52,+/-,0.12,27.69%,+/-,5.96%
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,1.09,+/-,0.01,0.95,+/-,0.10,0.95,+/-,0.10,12.90%,+/-,7.89%
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,1.07,+/-,0.01,1.16,+/-,0.11,1.16,+/-,0.11,7.61%,+/-,8.71%
HLT_IsoMu17_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,30,30,1.05,+/-,0.01,37.47,+/-,0.62,1.25,+/-,0.02,15.59%,+/-,1.50%
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,1,1,1.05,+/-,0.01,1.09,+/-,0.11,1.09,+/-,0.11,3.69%,+/-,9.37%
HLT_Ele15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleEG5,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,1.03,+/-,0.01,0.93,+/-,0.10,0.93,+/-,0.10,9.35%,+/-,8.64%
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu16 OR L1_SingleMu14er,1 | 75,L1_SingleMu14er OR L1_SingleMu16, 75|1,1,1,1.02,+/-,0.01,0.97,+/-,0.10,0.97,+/-,0.10,4.85%,+/-,9.31%
HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 4,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 4|1|1,1,1,1.02,+/-,0.01,1.15,+/-,0.11,1.15,+/-,0.11,11.45%,+/-,8.39%
HLT_Photon250_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,1.02,+/-,0.01,0.92,+/-,0.10,0.92,+/-,0.10,9.23%,+/-,8.71%
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,1.02,+/-,0.01,1.03,+/-,0.10,1.03,+/-,0.10,0.86%,+/-,9.94%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.99,+/-,0.01,0.74,+/-,0.09,0.74,+/-,0.09,25.73%,+/-,6.54%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,L1_Mu16er_TauJet20er,1,L1_Mu16er_TauJet20er, 1,1,1,0.99,+/-,0.01,1.29,+/-,0.12,1.29,+/-,0.12,23.41%,+/-,6.84%
HLT_VBF_DisplacedJet40_TightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.99,+/-,0.01,0.68,+/-,0.08,0.68,+/-,0.08,31.54%,+/-,5.81%
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.99,+/-,0.01,0.87,+/-,0.09,0.87,+/-,0.09,11.66%,+/-,8.49%
HLT_QuadJet45_DoubleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,7,7,0.97,+/-,0.01,6.83,+/-,0.26,0.98,+/-,0.04,0.41%,+/-,3.92%
HLT_PFHT400,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,120,120,0.97,+/-,0.01,112.51,+/-,1.07,0.94,+/-,0.01,2.92%,+/-,1.13%
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.96,+/-,0.01,0.97,+/-,0.10,0.97,+/-,0.10,1.89%,+/-,10.09%
HLT_PFHT475,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,60,60,0.95,+/-,0.01,54.56,+/-,0.75,0.91,+/-,0.01,4.38%,+/-,1.43%
HLT_Photon22_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG20,1,L1_SingleEG20, 1,12,12,0.94,+/-,0.01,11.47,+/-,0.34,0.96,+/-,0.03,1.79%,+/-,3.01%
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu12_EG10,1,L1_Mu12_EG10, 1,1,1,0.93,+/-,0.01,1.08,+/-,0.11,1.08,+/-,0.11,13.78%,+/-,8.43%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|2000|1|1|1|1,1,1,0.93,+/-,0.01,0.84,+/-,0.09,0.84,+/-,0.09,9.36%,+/-,9.10%
HLT_Dimuon0_Upsilon_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,0.92,+/-,0.01,0.76,+/-,0.09,0.76,+/-,0.09,17.85%,+/-,7.88%
HLT_Mu10_CentralPFJet30_BTagCSV0p54PF,,,L1_Jet32_DoubleMu_Open_10_MuMuNotWdPhi23_JetMuWdPhi1, 1,22,22,0.92,+/-,0.01,19.70,+/-,0.45,0.90,+/-,0.02,2.56%,+/-,2.27%
HLT_PFJet200,L1_SingleJet128,1,L1_SingleJet128, 1,120,120,0.91,+/-,0.01,105.04,+/-,1.04,0.88,+/-,0.01,3.32%,+/-,1.16%
