Path,L1Path,L1Prescale(5e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(5e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Dimuon20_Jpsi,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,5.80,+/-,0.01,5.87,+/-,0.34,5.87,+/-,0.34,1.17%,+/-,5.76%
HLT_Ele27_eta2p1_WPLoose_Gsf_HT200,L1_HTT125 OR L1_EG25er_HTT100,1 | 1,L1_EG25er_HTT125 OR L1_HTT125 OR L1_HTT100, -1||1|1,1,1,5.53,+/-,0.01,5.37,+/-,0.33,5.37,+/-,0.33,2.80%,+/-,5.75%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20_SingleL1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,5.45,+/-,0.01,5.79,+/-,0.34,5.79,+/-,0.34,5.87%,+/-,5.52%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,1,1,5.34,+/-,0.01,5.61,+/-,0.33,5.61,+/-,0.33,4.74%,+/-,5.68%
HLT_AK8PFJet360_TrimMass30,L1_SingleJet200 OR L1_SingleJet176,1 | 1,L1_SingleJet176 OR L1_SingleJet200, 1|1,1,1,5.33,+/-,0.01,5.17,+/-,0.32,5.17,+/-,0.32,2.91%,+/-,5.85%
HLT_Mu17_Photon22_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,5.32,+/-,0.01,5.77,+/-,0.34,5.77,+/-,0.34,7.71%,+/-,5.42%
HLT_Ele115_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,5.26,+/-,0.01,5.45,+/-,0.33,5.45,+/-,0.33,3.57%,+/-,5.83%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|10|1|1,1,1,5.15,+/-,0.01,5.25,+/-,0.32,5.25,+/-,0.32,2.00%,+/-,6.04%
HLT_Photon90_CaloIdL_PFHT500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,5.11,+/-,0.01,5.33,+/-,0.33,5.33,+/-,0.33,4.05%,+/-,5.86%
HLT_VBF_DisplacedJet40_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,5.07,+/-,0.01,4.69,+/-,0.31,4.69,+/-,0.31,7.39%,+/-,5.59%
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq240,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,5.03,+/-,0.01,4.85,+/-,0.31,4.85,+/-,0.31,3.45%,+/-,5.97%
HLT_L1_TripleJet_VBF,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,3600,3600,5.00,+/-,0.01,13160.28,+/-,16.18,3.66,+/-,0.00,26.90%,+/-,0.23%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,5.00,+/-,0.01,5.27,+/-,0.32,5.27,+/-,0.32,5.16%,+/-,5.83%
HLT_Mu8_TrkIsoVVL,L1_SingleMu7 OR L1_SingleMu5,125 | 262139,L1_SingleMu5 OR L1_SingleMu7, 262139|125,30,30,4.89,+/-,0.01,146.85,+/-,1.71,4.90,+/-,0.06,0.09%,+/-,1.18%
HLT_MET250,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,4.80,+/-,0.01,4.20,+/-,0.29,4.20,+/-,0.29,12.49%,+/-,5.28%
HLT_Photon42_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon25_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,1,1,4.79,+/-,0.01,4.85,+/-,0.31,4.85,+/-,0.31,1.36%,+/-,6.32%
HLT_Photon165_HE10,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,4.74,+/-,0.01,4.40,+/-,0.30,4.40,+/-,0.30,7.31%,+/-,5.78%
HLT_PFJet450,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,4.74,+/-,0.01,4.65,+/-,0.30,4.65,+/-,0.30,1.74%,+/-,6.32%
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p63,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,4.65,+/-,0.01,4.24,+/-,0.29,4.24,+/-,0.29,8.97%,+/-,5.68%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_DZ,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,4.51,+/-,0.01,4.89,+/-,0.31,4.89,+/-,0.31,7.91%,+/-,5.88%
HLT_Dimuon13_Upsilon,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,4.43,+/-,0.01,4.16,+/-,0.29,4.16,+/-,0.29,6.05%,+/-,6.11%
HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,4.39,+/-,0.01,4.08,+/-,0.28,4.08,+/-,0.28,7.14%,+/-,6.03%
HLT_PFMET110_PFMHT110_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,4.37,+/-,0.01,4.36,+/-,0.29,4.36,+/-,0.29,0.21%,+/-,6.73%
HLT_Mu30_eta2p1_PFJet150_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,4.36,+/-,0.01,4.59,+/-,0.30,4.59,+/-,0.30,5.02%,+/-,6.25%
HLT_Photon175,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,4.36,+/-,0.01,4.28,+/-,0.29,4.28,+/-,0.29,1.93%,+/-,6.56%
HLT_Dimuon8_PsiPrime_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 150,L1_DoubleMu0_Eta1p6_WdEta18, 1,1,1,4.36,+/-,0.01,3.88,+/-,0.28,3.88,+/-,0.28,10.98%,+/-,5.68%
HLT_IsoMu20_eta2p1_LooseIsoPFTau20,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,L1_SingleMu16er, 1,1,1,4.24,+/-,0.01,4.44,+/-,0.30,4.44,+/-,0.30,4.43%,+/-,6.40%
HLT_Mu15_IsoVVVL_PFHT350,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,4.23,+/-,0.01,4.71,+/-,0.31,4.71,+/-,0.31,10.27%,+/-,5.83%
HLT_PFHT650_WideJetMJJ900DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,4.19,+/-,0.01,4.16,+/-,0.29,4.16,+/-,0.29,0.67%,+/-,6.83%
HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,4.12,+/-,0.01,4.38,+/-,0.30,4.38,+/-,0.30,5.90%,+/-,6.35%
HLT_Mu40_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,4.08,+/-,0.01,4.38,+/-,0.30,4.38,+/-,0.30,6.68%,+/-,6.30%
HLT_CaloJet500_NoJetID,L1_SingleJet200,1,L1_SingleJet200, 1,1,1,4.05,+/-,0.01,3.92,+/-,0.28,3.92,+/-,0.28,3.17%,+/-,6.69%
HLT_IsoMu22_CentralPFJet30_BTagCSV07,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,3.91,+/-,0.01,4.06,+/-,0.28,4.06,+/-,0.28,3.74%,+/-,6.74%
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,3,3,3.88,+/-,0.01,9.01,+/-,0.42,3.00,+/-,0.14,22.64%,+/-,2.82%
HLT_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.87,+/-,0.01,4.14,+/-,0.29,4.14,+/-,0.29,6.51%,+/-,6.49%
HLT_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.87,+/-,0.01,4.14,+/-,0.29,4.14,+/-,0.29,6.51%,+/-,6.49%
HLT_MonoCentralPFJet80_PFMETNoMu120_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.76,+/-,0.01,3.94,+/-,0.28,3.94,+/-,0.28,4.53%,+/-,6.79%
HLT_MonoCentralPFJet80_PFMETNoMu120_JetIdCleaned_PFMHTNoMu120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.76,+/-,0.01,3.94,+/-,0.28,3.94,+/-,0.28,4.61%,+/-,6.78%
HLT_Mu8,L1_SingleMu7 OR L1_SingleMu5,125 | 262139,L1_SingleMu5 OR L1_SingleMu7, 262139|125,60,60,3.68,+/-,0.01,220.57,+/-,2.09,3.68,+/-,0.03,0.02%,+/-,0.98%
HLT_PFHT600,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,18,18,3.61,+/-,0.01,46.76,+/-,0.96,2.60,+/-,0.05,28.06%,+/-,1.10%
HLT_PFHT350_PFMET100,L1_HTT125 OR L1_HTT100,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,3.61,+/-,0.01,3.24,+/-,0.25,3.24,+/-,0.25,10.18%,+/-,6.33%
HLT_IsoMu17_eta2p1_LooseIsoPFTau20,L1_Mu16er_TauJet20er,1,L1_Mu16er_TauJet20er, 1,1,1,3.53,+/-,0.01,3.96,+/-,0.28,3.96,+/-,0.28,10.83%,+/-,6.33%
HLT_PFMET170_JetIdCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,3.49,+/-,0.01,3.10,+/-,0.25,3.10,+/-,0.25,11.21%,+/-,6.32%
HLT_PFMET170_NoiseCleaned,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,3.42,+/-,0.01,3.00,+/-,0.24,3.00,+/-,0.24,12.19%,+/-,6.28%
HLT_HT500_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,3.41,+/-,0.01,3.28,+/-,0.26,3.28,+/-,0.26,3.74%,+/-,7.22%
HLT_QuadPFJet_SingleBTagCSV_VBF_Mqq460,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84, 1|1|1|1|1|1|1|1,1,1,3.36,+/-,0.01,3.18,+/-,0.25,3.18,+/-,0.25,5.36%,+/-,7.09%
HLT_DoubleJetsC100_DoubleBTagCSV0p9_DoublePFJetsC100MaxDeta1p6,L1_DoubleJetC100,1,L1_DoubleJetC100, 1,1,1,3.30,+/-,0.01,3.48,+/-,0.26,3.48,+/-,0.26,5.11%,+/-,7.18%
HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,3.27,+/-,0.01,3.46,+/-,0.26,3.46,+/-,0.26,5.49%,+/-,7.17%
HLT_Mu38NoFiltersNoVtx_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,3.27,+/-,0.01,2.96,+/-,0.24,2.96,+/-,0.24,9.39%,+/-,6.73%
HLT_Mu17_Photon30_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,3.24,+/-,0.01,3.44,+/-,0.26,3.44,+/-,0.26,5.80%,+/-,7.17%
HLT_Dimuon0_Jpsi_Muon,L1_TripleMu0,1,L1_TripleMu0, 1,1,1,3.22,+/-,0.01,3.28,+/-,0.26,3.28,+/-,0.26,1.77%,+/-,7.65%
HLT_PFHT650_WideJetMJJ950DEtaJJ1p5,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,1,1,3.21,+/-,0.01,3.12,+/-,0.25,3.12,+/-,0.25,2.76%,+/-,7.55%
HLT_Ele23_WPLoose_Gsf_WHbbBoost,L1_SingleEG20,1,L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25, 10|1|1|10|1|1,1,1,3.20,+/-,0.01,2.90,+/-,0.24,2.90,+/-,0.24,9.26%,+/-,6.82%
HLT_PFHT650,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175, 1|1,12,12,3.13,+/-,0.01,32.18,+/-,0.80,2.68,+/-,0.07,14.40%,+/-,1.84%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,3.12,+/-,0.01,3.06,+/-,0.25,3.06,+/-,0.25,1.88%,+/-,7.76%
HLT_DiPFJetAve60,L1_ZeroBias,7591,L1_ZeroBias, 10000,1,1,3.10,+/-,0.01,3.38,+/-,0.26,3.38,+/-,0.26,8.28%,+/-,7.04%
HLT_Mu12_Photon25_CaloIdL_L1OR,L1_Mu5_EG20 OR L1_Mu20_EG10,1 | 1,L1_Mu5_EG20 OR L1_Mu20_EG10, 1|1,7,7,3.08,+/-,0.01,16.69,+/-,0.58,2.38,+/-,0.08,22.70%,+/-,2.08%
HLT_PFMET120_PFMHT120_IDTight,L1_ETM70,1,L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50, 1|1|1|1,1,1,3.06,+/-,0.01,3.24,+/-,0.25,3.24,+/-,0.25,5.68%,+/-,7.39%
HLT_VBF_DisplacedJet40_TightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,3.04,+/-,0.01,2.82,+/-,0.24,2.82,+/-,0.24,7.10%,+/-,7.25%
HLT_PFHT400_SixJet30_BTagCSV0p55_2PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,3.03,+/-,0.01,3.36,+/-,0.26,3.36,+/-,0.26,9.84%,+/-,6.94%
HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_SingleEG30 OR L1_SingleEG25 OR L1_SingleEG20 OR L1_DoubleEG_22_10 OR L1_SingleJet200, 1|1|1|1|10|1|1,1,1,2.94,+/-,0.01,3.08,+/-,0.25,3.08,+/-,0.25,4.79%,+/-,7.65%
HLT_MET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,2.93,+/-,0.01,2.63,+/-,0.23,2.63,+/-,0.23,10.46%,+/-,6.98%
HLT_PFHT450_SixJet40_PFBTagCSV0p72,L1_HTT175,1,L1_HTT175, 1,1,1,2.90,+/-,0.01,3.30,+/-,0.26,3.30,+/-,0.26,12.21%,+/-,6.82%
HLT_Ele23_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleEG20,1,L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25, 10|1|1|10|1|1,1,1,2.80,+/-,0.01,2.92,+/-,0.24,2.92,+/-,0.24,4.37%,+/-,7.89%
HLT_DiPFJetAve220_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,2.79,+/-,0.01,2.80,+/-,0.24,2.80,+/-,0.24,0.42%,+/-,8.39%
HLT_PFJet500,L1_SingleJet128 OR L1_SingleJet200,1 | 1,L1_SingleJet128 OR L1_SingleJet200, 1|1,1,1,2.72,+/-,0.01,3.04,+/-,0.25,3.04,+/-,0.25,10.59%,+/-,7.23%
HLT_DiCentralPFJet55_PFMET110,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,1,1,2.70,+/-,0.01,2.67,+/-,0.23,2.67,+/-,0.23,1.26%,+/-,8.43%
HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,2.68,+/-,0.01,2.86,+/-,0.24,2.86,+/-,0.24,6.49%,+/-,7.80%
HLT_PFHT450_SixJet40,L1_HTT175,1,L1_HTT175, 1,3,3,2.66,+/-,0.01,6.54,+/-,0.36,2.18,+/-,0.12,18.01%,+/-,3.72%
HLT_Mu17_Photon35_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,1,1,2.63,+/-,0.01,2.80,+/-,0.24,2.80,+/-,0.24,6.39%,+/-,7.89%
HLT_Photon90_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,4,4,2.60,+/-,0.01,8.35,+/-,0.41,2.09,+/-,0.10,19.67%,+/-,3.16%
HLT_PFHT350,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,180,180,2.59,+/-,0.01,466.12,+/-,3.04,2.59,+/-,0.02,0.08%,+/-,0.72%
HLT_Photon90_CaloIdL_PFHT600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.56,+/-,0.01,2.61,+/-,0.23,2.61,+/-,0.23,1.90%,+/-,8.58%
HLT_Mu17_Mu8_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,2.47,+/-,0.01,2.63,+/-,0.23,2.63,+/-,0.23,6.07%,+/-,8.18%
HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu12_EG10,1,L1_Mu12_EG10, 1,1,1,2.46,+/-,0.01,2.78,+/-,0.24,2.78,+/-,0.24,11.63%,+/-,7.47%
HLT_Dimuon13_PsiPrime,L1_DoubleMu_10_0_WdEta18,1,L1_DoubleMu_10_0_WdEta18, 1,1,1,2.43,+/-,0.01,2.05,+/-,0.20,2.05,+/-,0.20,15.53%,+/-,7.04%
HLT_Photon75_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,12,12,2.42,+/-,0.01,17.36,+/-,0.59,1.45,+/-,0.05,40.13%,+/-,1.25%
HLT_DoubleJet90_Double30_TripleBTagCSV0p67,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_DoubleJetC100 OR L1_TripleJet_84_68_48_VBF OR L1_DoubleJetC84 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1|1|1|1,1,1,2.41,+/-,0.01,2.27,+/-,0.21,2.27,+/-,0.21,6.00%,+/-,8.28%
HLT_Photon120_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,2,2,2.39,+/-,0.01,2.98,+/-,0.24,1.49,+/-,0.12,37.53%,+/-,3.20%
HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,2.37,+/-,0.01,2.09,+/-,0.20,2.09,+/-,0.20,11.75%,+/-,7.61%
HLT_Photon250_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,2.36,+/-,0.01,2.47,+/-,0.22,2.47,+/-,0.22,4.13%,+/-,8.62%
HLT_Mu16_TkMu0_dEta18_Phi,L1_SingleMu16 OR L1_SingleMu14er,1 | 200,L1_SingleMu14er OR L1_SingleMu16, 200|1,1,1,2.36,+/-,0.01,2.57,+/-,0.23,2.57,+/-,0.23,7.85%,+/-,8.12%
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT250,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,2.36,+/-,0.01,2.69,+/-,0.23,2.69,+/-,0.23,11.97%,+/-,7.58%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p51,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|5000|1|1|1|1,1,1,2.33,+/-,0.01,2.49,+/-,0.22,2.49,+/-,0.22,6.18%,+/-,8.40%
HLT_Ele27_WPLoose_Gsf_TriCentralPFJet50_40_30,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1,L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25, 10|10|1,1,1,2.33,+/-,0.01,2.33,+/-,0.22,2.33,+/-,0.22,0.16%,+/-,9.22%
HLT_RsqMR270_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,2.32,+/-,0.01,2.23,+/-,0.21,2.23,+/-,0.21,3.84%,+/-,8.74%
HLT_DoubleJetsC112_DoubleBTagCSV0p9_DoublePFJetsC112MaxDeta1p6,L1_DoubleJetC112,1,L1_DoubleJetC112, 1,1,1,2.28,+/-,0.01,2.33,+/-,0.22,2.33,+/-,0.22,2.01%,+/-,9.06%
HLT_PFHT400,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,120,120,2.26,+/-,0.01,269.18,+/-,2.31,2.24,+/-,0.02,0.89%,+/-,0.91%
HLT_DoubleIsoMu17_eta2p1,L1_DoubleMu_12_5,1,L1_DoubleMu_12_5, 1,1,1,2.26,+/-,0.01,2.55,+/-,0.23,2.55,+/-,0.23,11.40%,+/-,7.84%
HLT_Photon50_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,48,48,2.25,+/-,0.01,74.71,+/-,1.22,1.56,+/-,0.03,30.85%,+/-,0.85%
HLT_DoublePhoton60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,2.24,+/-,0.01,2.15,+/-,0.21,2.15,+/-,0.21,4.21%,+/-,8.83%
HLT_HT250_DisplacedDijet40_DisplacedTrack,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1|1|1,1,1,2.24,+/-,0.01,2.49,+/-,0.22,2.49,+/-,0.22,9.99%,+/-,8.06%
HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_15_10,1,L1_DoubleEG_15_10, 1,7,7,2.23,+/-,0.01,12.11,+/-,0.49,1.73,+/-,0.07,22.56%,+/-,2.45%
HLT_PFHT475,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,60,60,2.22,+/-,0.01,132.37,+/-,1.62,2.21,+/-,0.03,0.76%,+/-,1.25%
HLT_QuadJet45_TripleBTagCSV0p67,L1_QuadJetC60 OR L1_HTT175,1 | 1,L1_HTT175 OR L1_QuadJetC60 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_QuadJetC40, 1|1|1|1|1|1,1,1,2.22,+/-,0.01,2.31,+/-,0.21,2.31,+/-,0.21,3.99%,+/-,8.92%
HLT_DiPFJetAve320,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,10,10,2.22,+/-,0.01,14.80,+/-,0.54,1.48,+/-,0.05,33.19%,+/-,1.67%
HLT_PFMET300,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,2.21,+/-,0.01,1.81,+/-,0.19,1.81,+/-,0.19,17.96%,+/-,7.06%
