Path,L1Path,L1Prescale(1e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(1e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Mu8_Ele8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.60,+/-,0.01,0.61,+/-,0.09,0.61,+/-,0.09,3.06%,+/-,14.85%
HLT_Ele15_IsoVVVL_PFHT600,L1_SingleEG5,1,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.59,+/-,0.01,0.74,+/-,0.10,0.74,+/-,0.10,20.05%,+/-,11.15%
HLT_Mu15_IsoVVVL_BTagCSV0p72_PFHT400,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.58,+/-,0.01,0.70,+/-,0.10,0.70,+/-,0.10,16.70%,+/-,11.96%
HLT_DoubleEle24_22_eta2p1_WPLoose_Gsf,L1_DoubleEG_22_10,1,L1_DoubleEG_22_10, 1,1,1,0.58,+/-,0.01,0.40,+/-,0.08,0.40,+/-,0.08,30.50%,+/-,9.25%
HLT_DiPFJetAve500,L1_SingleJet128 OR L1_SingleJet176,1 | 1,L1_SingleJet128 OR L1_SingleJet176, 1|1,1,1,0.55,+/-,0.01,0.53,+/-,0.09,0.53,+/-,0.09,4.15%,+/-,15.18%
HLT_IsoMu16_eta2p1_MET30_LooseIsoPFTau50_Trk30_eta2p1,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,L1_Mu10er_ETM30 OR L1_Mu14er_ETM30, 1|1,1,1,0.54,+/-,0.01,0.46,+/-,0.08,0.46,+/-,0.08,15.83%,+/-,12.62%
HLT_VBF_DisplacedJet40_TightID_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,1,1,0.54,+/-,0.01,0.51,+/-,0.09,0.51,+/-,0.09,4.25%,+/-,15.36%
HLT_DoubleMu8_Mass8_PFHT250,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.53,+/-,0.01,0.63,+/-,0.09,0.63,+/-,0.09,15.57%,+/-,12.80%
HLT_HT550_DisplacedDijet40_Inclusive,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.52,+/-,0.01,0.50,+/-,0.08,0.50,+/-,0.08,4.66%,+/-,15.44%
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,40,40,0.51,+/-,0.01,20.21,+/-,0.54,0.51,+/-,0.01,1.89%,+/-,3.01%
HLT_DiPFJetAve80,L1_SingleJet52,800,L1_SingleJet52, 800,7,7,0.50,+/-,0.01,3.52,+/-,0.22,0.50,+/-,0.03,0.11%,+/-,6.57%
HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.50,+/-,0.01,0.59,+/-,0.09,0.59,+/-,0.09,14.52%,+/-,13.42%
HLT_Mu20_Mu10_SameSign_DZ,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.48,+/-,0.01,0.51,+/-,0.09,0.51,+/-,0.09,6.53%,+/-,15.65%
HLT_Mu23_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL,L1_Mu20_EG10,1,L1_Mu20_EG10, 1,1,1,0.48,+/-,0.01,0.43,+/-,0.08,0.43,+/-,0.08,9.88%,+/-,14.92%
HLT_DoubleMu4_PsiPrimeTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 30,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18, 1|1|1,1,1,0.47,+/-,0.01,0.49,+/-,0.08,0.49,+/-,0.08,2.76%,+/-,16.75%
HLT_DiPFJetAve80_HFJEC,L1_SingleJet52,800,L1_SingleJet52, 800,1,1,0.47,+/-,0.01,0.43,+/-,0.08,0.43,+/-,0.08,8.79%,+/-,15.28%
HLT_Rsq0p25,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.46,+/-,0.01,0.49,+/-,0.08,0.49,+/-,0.08,4.32%,+/-,16.49%
HLT_Mu40_eta2p1_PFJet200_PFJet50,L1_SingleMu16 OR L1_SingleMu16er OR L1_SingleMu20 OR L1_SingleMu20er,1 | 1 | 1 | 1,L1_SingleMu16er OR L1_SingleMu20er, 1|1,1,1,0.46,+/-,0.01,0.49,+/-,0.08,0.49,+/-,0.08,4.99%,+/-,16.37%
HLT_DoubleMu38NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.46,+/-,0.01,0.36,+/-,0.07,0.36,+/-,0.07,22.20%,+/-,12.22%
HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1|1|1000|1|1|1|1,1,1,0.46,+/-,0.01,0.59,+/-,0.09,0.59,+/-,0.09,21.90%,+/-,12.27%
HLT_Photon75,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,100,100,0.44,+/-,0.01,44.83,+/-,0.80,0.45,+/-,0.01,1.12%,+/-,2.44%
HLT_Photon90,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,50,50,0.44,+/-,0.01,23.06,+/-,0.57,0.46,+/-,0.01,4.08%,+/-,2.89%
HLT_Mu7p5_Track3p5_Upsilon,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,0.44,+/-,0.01,0.41,+/-,0.08,0.41,+/-,0.08,5.99%,+/-,16.50%
HLT_PFHT200,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,3060,3060,0.44,+/-,0.01,1370.85,+/-,4.43,0.45,+/-,0.00,1.96%,+/-,1.70%
HLT_Mu15_IsoVVVL_PFHT350_PFMET50,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.42,+/-,0.01,0.33,+/-,0.07,0.33,+/-,0.07,22.35%,+/-,12.69%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.42,+/-,0.01,0.39,+/-,0.07,0.39,+/-,0.07,8.49%,+/-,16.21%
HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.42,+/-,0.01,0.36,+/-,0.07,0.36,+/-,0.07,15.27%,+/-,14.46%
HLT_IsoMu18_TriCentralPFJet50_40_30,L1_SingleMu16,1,L1_SingleMu16, 1,1,1,0.42,+/-,0.01,0.34,+/-,0.07,0.34,+/-,0.07,18.50%,+/-,13.67%
HLT_Mu14er_PFMET100,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,L1_Mu10er_ETM30 OR L1_Mu14er_ETM30, 1|1,1,1,0.42,+/-,0.01,0.31,+/-,0.07,0.31,+/-,0.07,24.66%,+/-,12.23%
HLT_Mu6_PFHT200_PFMET100,L1_Mu6_HTT100,1,L1_Mu6_HTT100, 1,1,1,0.42,+/-,0.01,0.33,+/-,0.07,0.33,+/-,0.07,20.93%,+/-,13.15%
HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,10,10,0.41,+/-,0.01,4.29,+/-,0.25,0.43,+/-,0.02,3.98%,+/-,5.80%
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET120,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.40,+/-,0.01,0.34,+/-,0.07,0.34,+/-,0.07,14.61%,+/-,14.99%
HLT_Ele27_eta2p1_WPLoose_Gsf_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_SingleIsoEG22er,1,L1_SingleIsoEG22er OR L1_SingleEG25, 1|1,1,1,0.40,+/-,0.01,0.36,+/-,0.07,0.36,+/-,0.07,10.87%,+/-,15.99%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.38,+/-,0.01,0.44,+/-,0.08,0.44,+/-,0.08,13.49%,+/-,15.62%
HLT_DoubleEle8_CaloIdM_TrackIdM_Mass8_PFHT300,L1_DoubleEG6_HTT150 OR L1_HTT100,1 | 1,L1_DoubleEG6_HTT150 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.38,+/-,0.01,0.51,+/-,0.09,0.51,+/-,0.09,26.13%,+/-,12.39%
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL,L1_TripleEG_14_10_8,1,L1_TripleEG_14_10_8, 1,1,1,0.37,+/-,0.01,0.23,+/-,0.06,0.23,+/-,0.06,38.61%,+/-,9.60%
HLT_PFMET120_BTagCSV0p72,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,1,1,0.36,+/-,0.01,0.36,+/-,0.07,0.36,+/-,0.07,1.87%,+/-,19.35%
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,21,21,0.36,+/-,0.01,7.72,+/-,0.33,0.37,+/-,0.02,0.92%,+/-,4.65%
HLT_Photon300_NoHE,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,0.36,+/-,0.01,0.46,+/-,0.08,0.46,+/-,0.08,20.92%,+/-,14.06%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.36,+/-,0.01,0.36,+/-,0.07,0.36,+/-,0.07,0.99%,+/-,19.70%
HLT_Mu28NoFiltersNoVtxDisplaced_Photon28_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.35,+/-,0.01,0.33,+/-,0.07,0.33,+/-,0.07,7.38%,+/-,17.99%
HLT_IsoMu22_TriCentralPFJet50_40_30,L1_SingleMu20,1,L1_SingleMu20, 1,1,1,0.35,+/-,0.01,0.30,+/-,0.07,0.30,+/-,0.07,14.26%,+/-,16.15%
HLT_DoubleMu8_Mass8_PFHT300,L1_Mu8_HTT50 OR L1_HTT100,1 | 1,L1_Mu8_HTT50 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1,1,0.34,+/-,0.01,0.41,+/-,0.08,0.41,+/-,0.08,17.37%,+/-,15.43%
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.32,+/-,0.01,0.39,+/-,0.07,0.39,+/-,0.07,15.80%,+/-,16.29%
HLT_PFHT300,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,1020,1020,0.32,+/-,0.01,321.10,+/-,2.14,0.31,+/-,0.00,1.38%,+/-,2.11%
HLT_TripleMu_12_10_5,L1_TripleMu_5_5_3,1,L1_TripleMu_5_5_3, 1,1,1,0.31,+/-,0.01,0.34,+/-,0.07,0.34,+/-,0.07,8.90%,+/-,18.69%
HLT_PFHT250,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1|1,2040,2040,0.31,+/-,0.01,630.93,+/-,3.00,0.31,+/-,0.00,0.23%,+/-,2.09%
HLT_DoubleMu18NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,6,6,0.31,+/-,0.01,1.84,+/-,0.16,0.31,+/-,0.03,0.38%,+/-,8.97%
HLT_PFMET120_Mu5,L1_SingleMuOpen,262139,L1_Mu0er_ETM40 OR L1_Mu0er_ETM55, 1|1,1,1,0.30,+/-,0.01,0.27,+/-,0.06,0.27,+/-,0.06,10.23%,+/-,18.60%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.30,+/-,0.01,0.37,+/-,0.07,0.37,+/-,0.07,19.90%,+/-,15.80%
HLT_DiMu9_Ele9_CaloIdL_TrackIdL,L1_DoubleMu7_EG7,1,L1_DoubleMu7_EG7, 1,1,1,0.29,+/-,0.01,0.20,+/-,0.05,0.20,+/-,0.05,32.15%,+/-,12.48%
HLT_L2DoubleMu38_NoVertex_2Cha_Angle2p5_Mass10,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.29,+/-,0.01,0.19,+/-,0.05,0.19,+/-,0.05,35.94%,+/-,11.57%
HLT_Photon165_R9Id90_HE10_IsoM,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40 OR L1_SingleJet200, -1||1|1,1,1,0.28,+/-,0.01,0.47,+/-,0.08,0.47,+/-,0.08,39.76%,+/-,10.56%
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.27,+/-,0.01,0.27,+/-,0.06,0.27,+/-,0.06,0.34%,+/-,22.89%
HLT_PFMET400,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.25,+/-,0.01,0.27,+/-,0.06,0.27,+/-,0.06,7.32%,+/-,21.37%
HLT_HT350_DisplacedDijet40_DisplacedTrack,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.24,+/-,0.01,0.31,+/-,0.07,0.31,+/-,0.07,22.88%,+/-,16.54%
HLT_PFHT200_PFAlphaT0p51,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|1000|1|1|1|1,175,175,0.23,+/-,0.01,40.82,+/-,0.76,0.23,+/-,0.00,0.32%,+/-,2.98%
HLT_Mu8_DiEle12_CaloIdL_TrackIdL,L1_Mu6_DoubleEG10,1,L1_Mu6_DoubleEG10, 1,1,1,0.23,+/-,0.01,0.24,+/-,0.06,0.24,+/-,0.06,4.32%,+/-,23.31%
HLT_Mu3er_PFHT140_PFMET125,L1_Mu0er_ETM40 OR L1_Mu0er_ETM55,1 | 1,L1_Mu0er_ETM40 OR L1_Mu0er_ETM55, 1|1,1,1,0.23,+/-,0.01,0.20,+/-,0.05,0.20,+/-,0.05,13.02%,+/-,20.36%
HLT_Mu15_IsoVVVL_PFHT600,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.22,+/-,0.01,0.20,+/-,0.05,0.20,+/-,0.05,8.73%,+/-,22.40%
HLT_RsqMR270_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,0.21,+/-,0.01,0.17,+/-,0.05,0.17,+/-,0.05,19.89%,+/-,18.69%
HLT_DoublePhoton85,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.21,+/-,0.01,0.23,+/-,0.06,0.23,+/-,0.06,7.44%,+/-,23.25%
HLT_MET75_IsoTrk50,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.21,+/-,0.01,0.14,+/-,0.05,0.14,+/-,0.05,32.22%,+/-,14.74%
HLT_IsoMu17_eta2p1_MediumIsoPFTau35_Trk1_eta2p1_Reg,L1_Mu16er_IsoTau28er,1,L1_Mu16er_IsoTau28er OR L1_Mu16er_IsoTau32er OR L1_Mu16er_TauJet20er, 1|1|1,1,1,0.20,+/-,0.01,0.17,+/-,0.05,0.17,+/-,0.05,15.63%,+/-,20.70%
HLT_Rsq0p30,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.20,+/-,0.01,0.16,+/-,0.05,0.16,+/-,0.05,22.04%,+/-,18.50%
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.19,+/-,0.00,0.21,+/-,0.06,0.21,+/-,0.06,10.22%,+/-,23.30%
HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.18,+/-,0.00,0.20,+/-,0.05,0.20,+/-,0.05,8.41%,+/-,24.60%
HLT_IsoMu17_eta2p1_MediumIsoPFTau40_Trk1_eta2p1_Reg,L1_Mu16er_IsoTau28er,1,L1_Mu16er_IsoTau28er OR L1_Mu16er_IsoTau32er OR L1_Mu16er_TauJet20er, 1|1|1,1,1,0.18,+/-,0.00,0.16,+/-,0.05,0.16,+/-,0.05,13.84%,+/-,22.54%
HLT_Photon135_PFMET100,L1_SingleEG40 OR L1_SingleJet200,1 | 1,L1_SingleEG40 OR L1_SingleJet200, 1|1,1,1,0.18,+/-,0.00,0.19,+/-,0.05,0.19,+/-,0.05,3.10%,+/-,27.00%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.15,+/-,0.00,0.19,+/-,0.05,0.19,+/-,0.05,17.95%,+/-,22.88%
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.15,+/-,0.00,0.13,+/-,0.04,0.13,+/-,0.04,13.80%,+/-,24.95%
HLT_MET90_IsoTrk50,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.14,+/-,0.00,0.06,+/-,0.03,0.06,+/-,0.03,59.17%,+/-,8.87%
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.14,+/-,0.00,0.11,+/-,0.04,0.11,+/-,0.04,18.35%,+/-,23.77%
HLT_MET60_IsoTrk35_Loose,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,35,35,0.12,+/-,0.00,4.02,+/-,0.24,0.11,+/-,0.01,6.91%,+/-,6.11%
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.12,+/-,0.00,0.10,+/-,0.04,0.10,+/-,0.04,17.20%,+/-,26.12%
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.12,+/-,0.00,0.16,+/-,0.05,0.16,+/-,0.05,23.66%,+/-,23.15%
HLT_DiPFJetAve300_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,0.11,+/-,0.00,0.17,+/-,0.05,0.17,+/-,0.05,35.38%,+/-,18.79%
HLT_Mu7p5_Track7_Upsilon,L1_SingleMu7 OR L1_SingleMu5,25 | 20,L1_SingleMu5 OR L1_SingleMu7, 20|25,1,1,0.10,+/-,0.00,0.06,+/-,0.03,0.06,+/-,0.03,42.84%,+/-,16.73%
HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.09,+/-,0.00,0.16,+/-,0.05,0.16,+/-,0.05,42.74%,+/-,17.40%
HLT_L2DoubleMu23_NoVertex,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,12,12,0.09,+/-,0.00,0.87,+/-,0.11,0.07,+/-,0.01,19.29%,+/-,9.17%
HLT_DoubleMu23NoFiltersNoVtxDisplaced,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.08,+/-,0.00,0.11,+/-,0.04,0.11,+/-,0.04,29.31%,+/-,25.15%
HLT_HT350_DisplacedDijet80_DisplacedTrack,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.08,+/-,0.00,0.07,+/-,0.03,0.07,+/-,0.03,10.69%,+/-,35.90%
HLT_JetE30_NoBPTX3BX_NoHalo,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,1,1,0.08,+/-,0.00,0.09,+/-,0.04,0.09,+/-,0.04,6.69%,+/-,38.27%
HLT_GlobalRunHPDNoise,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,3500,3500,0.07,+/-,0.00,269.97,+/-,1.96,0.08,+/-,0.00,8.20%,+/-,3.91%
HLT_ECALHT800,L1_HTT175 OR L1_ETM70,1 | 1,L1_HTT175 OR L1_ETM70, 1|1,1,1,0.07,+/-,0.00,0.09,+/-,0.04,0.09,+/-,0.04,18.35%,+/-,33.51%
HLT_HT650_DisplacedDijet80_Inclusive,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.07,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,78.24%,+/-,6.53%
HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60,L1_Mu6_HTT100,1,L1_Mu6_HTT100, 1,1,1,0.06,+/-,0.00,0.04,+/-,0.02,0.04,+/-,0.02,29.50%,+/-,29.06%
HLT_Mu12_Photon25_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,70,70,0.05,+/-,0.00,3.44,+/-,0.22,0.05,+/-,0.00,0.01%,+/-,8.29%
HLT_QuadMuon0_Dimuon0_Jpsi,L1_QuadMu0,1,L1_QuadMu0, 1,1,1,0.04,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,64.28%,+/-,14.04%
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.04,+/-,0.00,0.03,+/-,0.02,0.03,+/-,0.02,27.08%,+/-,38.01%
HLT_HT750_DisplacedDijet80_Inclusive,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.03,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,57.00%,+/-,19.45%
HLT_HT2000,L1_HTT175,1,L1_HTT175, 1,1,1,0.03,+/-,0.00,0.03,+/-,0.02,0.03,+/-,0.02,7.24%,+/-,61.22%
HLT_DoubleMu28NoFiltersNoVtxDisplaced,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.03,+/-,0.00,0.06,+/-,0.03,0.06,+/-,0.03,47.51%,+/-,26.46%
HLT_Mu300,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.03,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,52.37%,+/-,23.66%
HLT_QuadMuon0_Dimuon0_Upsilon,L1_QuadMu0,1,L1_QuadMu0, 1,1,1,0.03,+/-,0.00,0.04,+/-,0.02,0.04,+/-,0.02,31.90%,+/-,39.61%
HLT_JetE30_NoBPTX,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,8,8,0.02,+/-,0.00,0.21,+/-,0.06,0.03,+/-,0.01,22.33%,+/-,20.97%
HLT_Mu350,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.02,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,7.58%
HLT_HT2500,L1_HTT175,1,L1_HTT175, 1,1,1,0.01,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,30.02%,+/-,70.76%
HLT_Photon500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.01,+/-,0.00,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,11.18%
HLT_Mu12_Photon25_CaloIdL,L1_Mu5_EG20 OR L1_Mu20_EG10,1 | 1,L1_Mu5_EG20 OR L1_Mu20_EG10, 1|1,700,700,0.01,+/-,0.00,7.00,+/-,0.32,0.01,+/-,0.00,0.03%,+/-,12.70%
