Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBM hltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Steam Rate (Hz),,,Steam Rate hltPrescaled(Hz),,,Bias(data-steam)
HLT_Mu33NoFiltersNoVtxDisplaced_DisplacedJet50_Tight,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.28,+/-,0.00,0.26,+/-,0.03,0.26,+/-,0.03,4.25%,+/-,9.12%
HLT_Mu28NoFiltersNoVtx_CentralCaloJet40,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,80,80,0.27,+/-,0.00,21.71,+/-,0.24,0.27,+/-,0.00,1.85%,+/-,1.66%
HLT_Photon75,L1_SingleEG25 OR L1_SingleEG40,1 | 1,L1_SingleEg25 OR L1_SingleEG40, -1||1,180,180,0.26,+/-,0.00,47.58,+/-,0.35,0.26,+/-,0.00,0.51%,+/-,1.48%
HLT_Mu38NoFiltersNoVtx_Photon38_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.26,+/-,0.00,0.27,+/-,0.03,0.27,+/-,0.03,3.99%,+/-,9.41%
HLT_PFHT200_PFAlphaT0p51,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100, 1|1|1|1|1|2000|1|1|1|1,175,175,0.25,+/-,0.00,42.77,+/-,0.33,0.24,+/-,0.00,3.29%,+/-,1.50%
HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.25,+/-,0.00,0.23,+/-,0.02,0.23,+/-,0.02,7.71%,+/-,9.03%
HLT_Mu7p5_Track3p5_Upsilon,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.25,+/-,0.00,0.24,+/-,0.02,0.24,+/-,0.02,4.09%,+/-,9.58%
HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL,L1_TripleEG_14_10_8,1,L1_TripleEG_14_10_8, 1,1,1,0.25,+/-,0.00,0.22,+/-,0.02,0.22,+/-,0.02,10.20%,+/-,8.80%
HLT_Mu15_IsoVVVL_PFHT600,L1_SingleMuOpen,262139,L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175, 1|1|1|1,1,1,0.24,+/-,0.00,0.23,+/-,0.02,0.23,+/-,0.02,1.91%,+/-,10.18%
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.24,+/-,0.00,3.52,+/-,0.09,0.23,+/-,0.01,0.91%,+/-,2.98%
HLT_DoublePhoton85,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200, 1|1|1,1,1,0.23,+/-,0.00,0.21,+/-,0.02,0.21,+/-,0.02,10.60%,+/-,9.04%
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,15,15,0.22,+/-,0.00,3.34,+/-,0.09,0.22,+/-,0.01,0.22%,+/-,3.10%
HLT_MET75_IsoTrk50,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.21,+/-,0.00,0.24,+/-,0.02,0.24,+/-,0.02,12.57%,+/-,9.16%
HLT_Mu28NoFiltersNoVtx_DisplacedJet40_Loose,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,20,20,0.21,+/-,0.00,4.23,+/-,0.10,0.21,+/-,0.01,2.92%,+/-,2.78%
HLT_HT350_DisplacedDijet40_DisplacedTrack,L1_HTT125 OR L1_HTT150,1 | 1,L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1|1,1,1,0.19,+/-,0.00,0.17,+/-,0.02,0.17,+/-,0.02,11.15%,+/-,9.76%
HLT_Mu8_DiEle12_CaloIdL_TrackIdL,L1_Mu6_DoubleEG10,1,L1_Mu6_DoubleEG10, 1,1,1,0.19,+/-,0.00,0.17,+/-,0.02,0.17,+/-,0.02,9.96%,+/-,10.02%
HLT_IsoMu17_eta2p1_MediumIsoPFTau35_Trk1_eta2p1_Reg,L1_Mu16er_IsoTau28er,1,L1_Mu16er_IsoTau28er OR L1_Mu16er_IsoTau32er OR L1_Mu16er_TauJet20er, 1|1|1,1,1,0.19,+/-,0.00,0.24,+/-,0.02,0.24,+/-,0.02,21.39%,+/-,8.24%
HLT_Photon26_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon16_AND_HE10_R9Id65_Eta2_Mass60,L1_SingleEG35 OR L1_SingleEG40,1 | 1,L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10, 1|1|1|1,42,42,0.19,+/-,0.00,7.97,+/-,0.14,0.19,+/-,0.00,1.96%,+/-,2.31%
HLT_Mu42NoFiltersNoVtx_Photon42_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.18,+/-,0.00,0.18,+/-,0.02,0.18,+/-,0.02,1.97%,+/-,11.74%
HLT_RsqMR270_Rsq0p09_MR200_4jet,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT175 OR L1_SingleJet200 OR L1_DoubleJetC100 OR L1_QuadJetC60, 1|1|1|1|1|1,1,1,0.18,+/-,0.00,0.17,+/-,0.02,0.17,+/-,0.02,4.03%,+/-,11.45%
HLT_IsoMu17_eta2p1_MediumIsoPFTau40_Trk1_eta2p1_Reg,L1_Mu16er_IsoTau28er,1,L1_Mu16er_IsoTau28er OR L1_Mu16er_IsoTau32er OR L1_Mu16er_TauJet20er, 1|1|1,1,1,0.17,+/-,0.00,0.20,+/-,0.02,0.20,+/-,0.02,16.29%,+/-,9.58%
HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL,L1_Mu5_EG20,1,L1_Mu5_EG20, 1,1,1,0.17,+/-,0.00,0.16,+/-,0.02,0.16,+/-,0.02,4.76%,+/-,11.63%
HLT_Rsq0p30,L1_HTT100 OR L1_HTT75,1 | 1,L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60, 1|1|1|1|1|1|1|1|1|1|1|1,1,1,0.16,+/-,0.00,0.18,+/-,0.02,0.18,+/-,0.02,9.19%,+/-,11.04%
HLT_MET90_IsoTrk50,L1_ETM60 OR L1_ETM70,1 | 1,L1_ETM60 OR L1_ETM70, 1|1,1,1,0.14,+/-,0.00,0.17,+/-,0.02,0.17,+/-,0.02,18.14%,+/-,10.11%
HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.14,+/-,0.00,0.15,+/-,0.02,0.15,+/-,0.02,7.45%,+/-,12.27%
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.14,+/-,0.00,0.12,+/-,0.02,0.12,+/-,0.02,10.54%,+/-,11.69%
HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.13,+/-,0.00,0.10,+/-,0.02,0.10,+/-,0.02,22.93%,+/-,9.82%
HLT_DoubleMu18NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,17,17,0.12,+/-,0.00,1.98,+/-,0.07,0.12,+/-,0.00,5.78%,+/-,3.72%
HLT_DiPFJetAve300_HFJEC,L1_SingleJet176,1,L1_SingleJet176, 1,1,1,0.12,+/-,0.00,0.10,+/-,0.02,0.10,+/-,0.02,13.78%,+/-,11.91%
HLT_TrkMu17_DoubleTrkMu8NoFiltersNoVtx,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.12,+/-,0.00,0.13,+/-,0.02,0.13,+/-,0.02,10.90%,+/-,12.47%
HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.11,+/-,0.00,0.11,+/-,0.02,0.11,+/-,0.02,1.38%,+/-,15.17%
HLT_ECALHT800,L1_HTT175 OR L1_ETM70,1 | 1,L1_HTT175 OR L1_ETM70, 1|1,1,1,0.07,+/-,0.00,0.07,+/-,0.01,0.07,+/-,0.01,3.49%,+/-,17.77%
HLT_DoubleMu23NoFiltersNoVtxDisplaced,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.07,+/-,0.00,0.08,+/-,0.01,0.08,+/-,0.01,11.85%,+/-,16.25%
HLT_JetE30_NoBPTX3BX_NoHalo,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,1,1,0.07,+/-,0.00,0.07,+/-,0.01,0.07,+/-,0.01,9.25%,+/-,17.01%
HLT_HT350_DisplacedDijet80_DisplacedTrack,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.06,+/-,0.00,0.06,+/-,0.01,0.06,+/-,0.01,1.91%,+/-,19.79%
HLT_Mu7p5_Track7_Upsilon,L1_SingleMu7 OR L1_SingleMu5,50 | 40,L1_SingleMu5 OR L1_SingleMu7, 40|50,1,1,0.05,+/-,0.00,0.05,+/-,0.01,0.05,+/-,0.01,3.56%,+/-,21.54%
HLT_HT650_DisplacedDijet80_Inclusive,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.05,+/-,0.00,0.07,+/-,0.01,0.07,+/-,0.01,32.25%,+/-,12.97%
HLT_L2DoubleMu23_NoVertex,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,28,28,0.04,+/-,0.00,1.23,+/-,0.06,0.04,+/-,0.00,7.21%,+/-,5.17%
HLT_HT350_DisplacedDijet80_Tight_DisplacedTrack,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.04,+/-,0.00,0.04,+/-,0.01,0.04,+/-,0.01,1.45%,+/-,26.57%
HLT_HT2000,L1_HTT175,1,L1_HTT175, 1,1,1,0.04,+/-,0.00,0.07,+/-,0.01,0.07,+/-,0.01,46.93%,+/-,10.57%
HLT_MET60_IsoTrk35_Loose,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,L1_ETM50 OR L1_ETM60 OR L1_ETM70, 1|1|1,70,70,0.03,+/-,0.00,2.15,+/-,0.07,0.03,+/-,0.00,1.95%,+/-,4.97%
HLT_QuadMuon0_Dimuon0_Jpsi,L1_QuadMu0,1,L1_QuadMu0, 1,1,1,0.03,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.01,10.50%,+/-,25.63%
HLT_Mu12_Photon25_CaloIdL_L1ISO,L1_Mu5_IsoEG18,1,L1_Mu5_IsoEG18, 1,140,140,0.03,+/-,0.00,3.77,+/-,0.10,0.03,+/-,0.00,1.30%,+/-,4.76%
HLT_HT750_DisplacedDijet80_Inclusive,L1_HTT175 OR L1_HTT150,1 | 1,L1_HTT150 OR L1_HTT175 OR L1_HTT200, 1|1|1,1,1,0.03,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.01,1.57%,+/-,30.91%
HLT_DoubleMu28NoFiltersNoVtxDisplaced,L1_DoubleMu_10_3p5,1,L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5, 1|1,1,1,0.03,+/-,0.00,0.02,+/-,0.01,0.02,+/-,0.01,18.55%,+/-,23.83%
HLT_QuadMuon0_Dimuon0_Upsilon,L1_QuadMu0,1,L1_QuadMu0, 1,1,1,0.02,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.01,22.94%,+/-,22.50%
HLT_Mu300,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.02,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,65.15%,+/-,8.41%
HLT_Photon500,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.02,+/-,0.00,0.03,+/-,0.01,0.03,+/-,0.01,34.56%,+/-,19.98%
HLT_Mu350,L1_SingleMu16 OR L1_SingleMu25,1 | 1,L1_SingleMu16 OR L1_SingleMu25, 1|1,1,1,0.02,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,65.89%,+/-,9.74%
HLT_HT2500,L1_HTT175,1,L1_HTT175, 1,1,1,0.01,+/-,0.00,0.01,+/-,0.01,0.01,+/-,0.01,21.87%,+/-,35.35%
HLT_Photon600,L1_SingleEG40,1,L1_SingleEG40, 1,1,1,0.01,+/-,0.00,0.01,+/-,0.00,0.01,+/-,0.00,10.82%,+/-,46.58%
HLT_Mu12_Photon25_CaloIdL,L1_Mu5_EG20 OR L1_Mu20_EG10,1 | 1,L1_Mu5_EG20 OR L1_Mu20_EG10, 1|1,1400,1400,0.00,+/-,0.00,6.98,+/-,0.13,0.00,+/-,0.00,10.70%,+/-,8.47%
HLT_PixelTracks_Multiplicity110ForEndOfFill,L1_ETT40,262139,L1_ETT40, 262139,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_AK4CaloJet80,L1_SingleJet36,3000,L1_SingleJet36, 3000,0,0,0.00,+/-,0.00,1.93,+/-,0.07,-1.93,+/-,-0.07,0.00%,+/-,0.00%
HLT_HIL2Mu3BPTX,L1_SingleMuOpen,262139,L1_SingleMuOpen, 262139,0,0,0.00,+/-,0.00,0.40,+/-,0.03,-0.40,+/-,-0.03,0.00%,+/-,0.00%
HLT_AK4CaloJet30,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,415.12,+/-,1.03,-415.12,+/-,-1.03,0.00%,+/-,0.00%
HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,0,0,0.00,+/-,0.00,0.05,+/-,0.01,-0.05,+/-,-0.01,0.00%,+/-,0.00%
HLT_PixelTracks_Multiplicity135ForEndOfFill,L1_ETT40,262139,L1_ETT40, 262139,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_VBF_DisplacedJet40_VVTightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,0,0,0.00,+/-,0.00,0.36,+/-,0.03,-0.36,+/-,-0.03,0.00%,+/-,0.00%
HLT_AK4PFJet80,L1_SingleJet36,3000,L1_SingleJet36, 3000,0,0,0.00,+/-,0.00,2.14,+/-,0.07,-2.14,+/-,-0.07,0.00%,+/-,0.00%
HLT_AK4PFJet100,L1_SingleJet36,3000,L1_SingleJet36, 3000,0,0,0.00,+/-,0.00,0.82,+/-,0.05,-0.82,+/-,-0.05,0.00%,+/-,0.00%
HLT_PixelTracks_Multiplicity85ForEndOfFill,L1_ETT15_BptxAND,262139,L1_ETT15_BptxAND, 262139,0,0,0.00,+/-,0.00,0.18,+/-,0.02,-0.18,+/-,-0.02,0.00%,+/-,0.00%
HLT_HIL2DoubleMu0BPTX,L1_DoubleMuOpen,1,L1_DoubleMuOpen, 1,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_VBF_DisplacedJet40_VTightID_Hadronic,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,0,0,0.00,+/-,0.00,0.46,+/-,0.03,-0.46,+/-,-0.03,0.00%,+/-,0.00%
HLT_AK4PFJet30,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,494.29,+/-,1.13,-494.29,+/-,-1.13,0.00%,+/-,0.00%
HLT_AK4CaloJet50,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,57.93,+/-,0.39,-57.93,+/-,-0.39,0.00%,+/-,0.00%
HLT_PixelTracks_Multiplicity60ForEndOfFill,L1_ETT15_BptxAND,262139,L1_ETT15_BptxAND, 262139,0,0,0.00,+/-,0.00,2.50,+/-,0.08,-2.50,+/-,-0.08,0.00%,+/-,0.00%
HLT_PixelTracks_Multiplicity160ForEndOfFill,L1_ETT60,262139,L1_ETT60, 262139,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_FullTrack50,L1_SingleJet36,3000,L1_SingleJet36, 3000,0,0,0.00,+/-,0.00,0.15,+/-,0.02,-0.15,+/-,-0.02,0.00%,+/-,0.00%
HLT_HISinglePhoton15ForEndOfFill,L1_SingleEG2_BptxAND,1,L1_SingleEG2_BptxAND, 1,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_HISinglePhoton10ForEndOfFill,L1_SingleEG2_BptxAND,1,L1_SingleEG2_BptxAND, 1,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_AK4CaloJet100,L1_SingleJet36,3000,L1_SingleJet36, 3000,0,0,0.00,+/-,0.00,0.78,+/-,0.04,-0.78,+/-,-0.04,0.00%,+/-,0.00%
HLT_HISinglePhoton60,L1_SingleEG5,262139,L1_SingleEG5, 262139,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_VBF_DisplacedJet40_VTightID_DisplacedTrack,L1_TripleJet_92_76_64_VBF,1,L1_TripleJet_92_76_64_VBF OR L1_HTT175, 1|1,0,0,0.00,+/-,0.00,0.06,+/-,0.01,-0.06,+/-,-0.01,0.00%,+/-,0.00%
HLT_AK4PFJet50,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,67.18,+/-,0.41,-67.18,+/-,-0.41,0.00%,+/-,0.00%
HLT_L1SingleMuOpen,L1_SingleMuOpen,262139,L1_SingleMuOpen, 262139,0,0,0.00,+/-,0.00,1.25,+/-,0.06,-1.25,+/-,-0.06,0.00%,+/-,0.00%
HLT_AK4CaloJet40,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,136.30,+/-,0.59,-136.30,+/-,-0.59,0.00%,+/-,0.00%
HLT_L1SingleMuOpen_DT,L1_SingleMuOpen,262139,L1_SingleMuOpen, 262139,0,0,0.00,+/-,0.00,0.17,+/-,0.02,-0.17,+/-,-0.02,0.00%,+/-,0.00%
HLT_HIL3Mu3BPTX,L1_SingleMuOpen,262139,L1_SingleMuOpen, 262139,0,0,0.00,+/-,0.00,0.18,+/-,0.02,-0.18,+/-,-0.02,0.00%,+/-,0.00%
HLT_HIL1DoubleMu0BPTX,L1_DoubleMuOpen,1,L1_DoubleMuOpen, 1,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_HISinglePhoton40,L1_SingleEG5,262139,L1_SingleEG5, 262139,0,0,0.00,+/-,0.00,0.01,+/-,0.00,-0.01,+/-,-0.00,0.00%,+/-,0.00%
HLT_HISinglePhoton20ForEndOfFill,L1_SingleEG2_BptxAND,1,L1_SingleEG2_BptxAND, 1,0,0,0.00,+/-,0.00,0.00,+/-,0.00,-0.00,+/-,-0.00,0.00%,+/-,0.00%
HLT_FullTrack12ForEndOfFill,L1_ZeroBias,631,L1_ZeroBias, 5000,0,0,0.00,+/-,0.00,148.22,+/-,0.62,-148.22,+/-,-0.62,0.00%,+/-,0.00%
AlCa_EcalPhiSym,L1_ZeroBias,631,, ,1,-1,17542.61,+/-,0.88,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.01%
AlCa_EcalPi0EBonly,L1_DoubleJetC100,1,, ,1,-1,12730.17,+/-,0.75,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.01%
DST_Physics,,,, ,10,-1,5794.69,+/-,0.51,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.01%
AlCa_EcalEtaEBonly,L1_DoubleJetC100,1,, ,1,-1,3412.47,+/-,0.39,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.01%
AlCa_EcalPi0EEonly,L1_DoubleJetC100,1,, ,1,-1,2415.32,+/-,0.33,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.01%
AlCa_RPCMuonNoHits,L1_SingleMu14er OR L1_SingleMu5,75 | 40,, ,1,-1,883.40,+/-,0.20,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.02%
AlCa_EcalEtaEEonly,L1_DoubleJetC100,1,, ,1,-1,847.10,+/-,0.19,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.02%
AlCa_RPCMuonNoTriggers,L1_SingleMu14er OR L1_SingleMu5,75 | 40,, ,1,-1,630.15,+/-,0.17,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.03%
AlCa_RPCMuonNormalisation,L1_SingleMu14er OR L1_SingleMu5,75 | 40,, ,5,-1,447.47,+/-,0.14,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.03%
AlCa_LumiPixels_ZeroBias,L1_ZeroBias,631,, ,45,-1,391.04,+/-,0.13,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.03%
HLT_Physics_part3,,,, ,232,-1,222.72,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_Physics_part1,,,, ,232,-1,222.71,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_Physics_part2,,,, ,232,-1,222.71,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_Physics_part0,,,, ,232,-1,222.71,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_ZeroBias_part2,L1_ZeroBias,631,, ,80,-1,219.97,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_ZeroBias_part3,L1_ZeroBias,631,, ,80,-1,219.96,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_ZeroBias_part1,L1_ZeroBias,631,, ,80,-1,219.96,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_ZeroBias_part0,L1_ZeroBias,631,, ,80,-1,219.96,+/-,0.10,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.04%
HLT_EcalCalibration,,,, ,1,-1,98.63,+/-,0.07,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.07%
AlCa_Ele27_WPVeryLoose_Gsf,L1_SingleIsoEG22er,1,, ,1,-1,79.50,+/-,0.06,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.07%
AlCa_LumiPixels_Random,,,, ,12,-1,47.74,+/-,0.05,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.10%
HLT_IsoTkMu20_eta2p1,L1_SingleMu16 OR L1_SingleMu16er,1 | 1,, ,1,-1,22.13,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.14%
HLT_Ele32_eta2p1_WPLoose_Gsf,L1_SingleIsoEG30er,1,, ,1,-1,17.82,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.16%
HLT_IsoTkMu24_eta2p1,L1_SingleMu20 OR L1_SingleMu20er,1 | 1,, ,1,-1,16.90,+/-,0.03,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.16%
HLT_Physics,,,, ,5600,-1,9.22,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.22%
HLT_ZeroBias,L1_ZeroBias,631,L1_ZeroBias, 5000,2000,200,8.80,+/-,0.02,11347.60,+/-,5.39,56.74,+/-,0.03,84.49%,+/-,0.04%
HLT_HcalNZS,L1_SingleEG5 OR L1_SingleEG20,262139 | 1,, ,1,-1,6.80,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.25%
HLT_Ele23_WPLoose_Gsf_CentralPFJet30_BTagCVS07,L1_SingleEG20,1,, ,1,-1,5.25,+/-,0.02,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.29%
HLT_Random,,,, ,120,-1,4.77,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.30%
HLT_PFJet80,L1_SingleJet52,1500,L1_SingleJet52, 1500,1,5,4.23,+/-,0.01,4.34,+/-,0.11,0.87,+/-,0.02,79.49%,+/-,0.34%
HLT_Ele18_CaloIdM_TrackIdM_PFJet30,L1_SingleEG10 OR L1_SingleEG15,3000 | 4,, ,30,-1,3.52,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.35%
HLT_Ele12_CaloIdM_TrackIdM_PFJet30,L1_SingleEG10 OR L1_SingleEG15,3000 | 4,L1_SingleEG15 OR L1_SingleEG10, 4|3000,50,300,3.46,+/-,0.01,173.07,+/-,0.67,0.58,+/-,0.00,83.33%,+/-,0.36%
HLT_PFJet60,L1_SingleJet36,3000,L1_SingleJet36, 3000,2,12,3.45,+/-,0.01,7.01,+/-,0.13,0.58,+/-,0.01,83.07%,+/-,0.36%
HLT_GlobalRunHPDNoise,L1_SingleJetC20_NotBptxOR,100,L1_SingleJetC20_NotBptxOR, 10,350,3500,3.11,+/-,0.01,1088.48,+/-,1.67,0.31,+/-,0.00,89.99%,+/-,0.38%
HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_JetIdCleaned,L1_ETM50 OR L1_ETM60 OR L1_ETM70,1 | 1 | 1,, ,1,-1,2.81,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.40%
HLT_IsoMu16_eta2p1_MET30_JetIdCleaned,L1_Mu14er_ETM30 OR L1_Mu10er_ETM30,1 | 1,, ,1,-1,2.43,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.43%
HLT_HcalPhiSym,L1_SingleEG5 OR L1_SingleEG20,262139 | 1,, ,1,-1,2.41,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.43%
HLT_Ele18_CaloIdL_TrackIdL_IsoVL_PFJet30,L1_SingleEG10 OR L1_SingleEG15,3000 | 4,, ,50,-1,2.10,+/-,0.01,0.00,+/-,0.00,0.00,+/-,0.00,100.00%,+/-,0.46%
