		HLT_DoubleJetsC100_SingleBTagCSV_p014_v2	Higgs,Analysis		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350_v2	Higgs,Analysis		L1_DoubleJetC100		
		HLT_DoubleJetsC100_SingleBTagCSV_p026_v2	Higgs,Analysis		L1_DoubleJetC100		
		HLT_DoubleJetsC112_DoubleBTagCSV_p014_DoublePFJetsC112MaxDeta1p6_v2	Higgs,Analysis		L1_DoubleJetC112		
		HLT_DoubleJetsC112_DoubleBTagCSV_p026_DoublePFJetsC172_v2	Higgs,Analysis		L1_DoubleJetC112		
		HLT_DoubleMediumIsoPFTau32_Trk1_eta2p1_Reg_v2	TAU,HIG,EXO		L1_DoubleIsoTau26er||L1_DoubleIsoTau27er||L1_DoubleIsoTau28er||L1_DoubleIsoTau29er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er		
		HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg_v3	TAU,HIG,EXO		L1_DoubleIsoTau26er||L1_DoubleIsoTau27er||L1_DoubleIsoTau28er||L1_DoubleIsoTau29er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er		
		HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v5	TAU,HIG,EXO		L1_DoubleIsoTau26er||L1_DoubleIsoTau27er||L1_DoubleIsoTau28er||L1_DoubleIsoTau29er||L1_DoubleIsoTau30er||L1_DoubleIsoTau32er		
		HLT_DoubleMu18NoFiltersNoVtx_v3	EXO		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_DoubleMu23NoFiltersNoVtxDisplaced_v3	EXO,DisplacedSUSY		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_DoubleMu28NoFiltersNoVtxDisplaced_v3	EXO,DisplacedSUSY		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_DoubleMu33NoFiltersNoVtx_v3	EXO,DisplacedSUSY		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_DoubleMu38NoFiltersNoVtx_v3	EXO,DisplacedSUSY		L1_DoubleMu_11_4||L1_DoubleMu_12_5		
		HLT_DoubleMu3_PFMET50_v1	SUS		L1_DoubleMu0_ETM40||L1_DoubleMu0_ETM55		
		HLT_DoubleMu3_Trk_Tau3mu_v1	BPH		L1_DoubleMu0er1p6_dEta_Max1p8||L1_DoubleMu_10_0_dEta_Max1p8||L1_TripleMu0		
		HLT_DoubleMu4_3_Bs_v3	null		L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu_11_4		
		HLT_DoubleMu4_3_Jpsi_Displaced_v3	BPH		L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu_11_4		
		HLT_DoubleMu4_JpsiTrk_Displaced_v3	BPH		L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu_11_4		
		HLT_DoubleMu4_LowMassNonResonantTrk_Displaced_v3	BPH		L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu_11_4		
		HLT_DoubleMu4_PsiPrimeTrk_Displaced_v3	BPH		L1_DoubleMu_10_0_dEta_Max1p8||L1_DoubleMu0er1p6_dEta_Max1p8_OS||L1_DoubleMu_11_4		
		HLT_DoubleMu8_Mass8_PFHT250_v2	null		L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_DoubleMu8_Mass8_PFHT300_v5	null		L1_Mu6_HTT200||L1_Mu8_HTT150||L1_HTT160||L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320		
		HLT_DoublePhoton60_v2	null		L1_SingleEG40||L1_SingleJet200||L1_DoubleEG_18_17||L1_DoubleEG_22_12		
		HLT_DoublePhoton85_v3	Egamma,EXO		L1_SingleEG40||L1_SingleJet200||L1_DoubleEG_18_17||L1_DoubleEG_22_12		
		HLT_ECALHT800_v3	exotica		L1_HTT300||L1_ETM70		
		HLT_Ele105_CaloIdVT_GsfTrkIdT_v4	EXO,,high pt unisolated single lepton trigger,use case is W'->enu but generally used in EXO		L1_SingleEG40||L1_SingleJet200		
		HLT_Ele10_CaloIdM_TrackIdM_CentralPFJet30_BTagCSV_p13_v2	null		L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0		
		HLT_Ele115_CaloIdVT_GsfTrkIdT_v3	EXO		L1_SingleEG40||L1_SingleJet200		
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v4	SUSY		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v4	HIG		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele12_CaloIdM_TrackIdM_PFJet30_v4	SUSY		L1_SingleEG10||L1_SingleEG15		
		HLT_Ele15_IsoVVVL_BTagCSV_p067_PFHT400_v2	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT350_PFMET50_v3	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT350_v3	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT400_PFMET50_v1	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT400_v1	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele15_IsoVVVL_PFHT600_v4	SUSY,electron+hadronic		(L1_HTT200||L1_HTT220||L1_HTT240||L1_HTT255||L1_HTT270||L1_HTT280||L1_HTT300||L1_HTT320)	AND	(L1_SingleEG5)
		HLT_Ele16_Ele12_Ele8_CaloIdL_TrackIdL_v4	HIG		L1_TripleEG_14_10_8		
		HLT_Ele17_CaloIdL_GsfTrkIdVL_v2	null		L1_SingleEG15		
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY		L1_SingleEG15		
		HLT_Ele17_CaloIdL_TrackIdL_IsoVL_v3	HIG		L1_SingleEG15		
		HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v2	SUSY		L1_SingleEG15		
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v4	HIG		L1_SingleEG40||	L1_SingleIsoEG24er||L1_SingleIsoEG26||L1_SingleIsoEG24||L1_SingleIsoEG22er||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_15_10	
		HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_v4	HIG		L1_SingleEG40||	L1_SingleIsoEG24er||L1_SingleIsoEG26||L1_SingleIsoEG24||L1_SingleIsoEG22er||L1_DoubleEG_22_12||L1_DoubleEG_18_17||L1_DoubleEG_15_10	
