Path,L1Path,L1Prescale(2e33),Steam L1path,Steam L1Prescale,WBMhltPrescale(2e33),Steam hltPrescale,,Data Rate (Hz),,,Data Rate scaled (Hz),,,Steam Rate (Hz),,,Data - Steam (Hz),,,(Data - Steam)/Steam
HLT_Ele23_WPLoose_Gsf,L1_SingleEG20,1, L1_SingleEG20 OR L1_SingleIsoEG18er OR L1_SingleIsoEG20 OR L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25 , 4 | 1 | 1 | 1 | 1 | 1,1,1,67.49,+/-,0.16,85.62,+/-,0.21,81.26,+/-,0.48,4.36,+/-,0.52,0.05,+/-,0.00
HLT_Ele27_WPLoose_Gsf,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25 , 4 | 1 | 1,1,1,45.39,+/-,0.13,57.58,+/-,0.17,54.35,+/-,0.39,3.23,+/-,0.43,0.06,+/-,0.00
HLT_Ele22_eta2p1_WPLoose_Gsf,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25 , 4 | 1 | 1,1,1,36.92,+/-,0.12,46.84,+/-,0.15,48.66,+/-,0.37,-1.82,+/-,0.40,-0.04,+/-,0.00
HLT_IsoMu18,L1_SingleMu16,1, L1_SingleMu16 , 1,1,1,29.25,+/-,0.11,37.11,+/-,0.14,41.29,+/-,0.34,-4.18,+/-,0.37,-0.10,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf,L1_SingleIsoEG22er,1, L1_SingleIsoEG22er OR L1_SingleEG25 , 1 | 1,1,1,28.01,+/-,0.10,35.53,+/-,0.13,33.62,+/-,0.31,1.91,+/-,0.34,0.06,+/-,0.00
HLT_Ele22_eta2p1_WPTight_Gsf,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25 , 4 | 1 | 1,1,1,24.62,+/-,0.10,31.23,+/-,0.12,31.98,+/-,0.30,-0.75,+/-,0.32,-0.02,+/-,0.00
HLT_IsoMu20,L1_SingleMu16,1, L1_SingleMu16 , 1,1,1,24.31,+/-,0.10,30.84,+/-,0.12,33.42,+/-,0.30,-2.58,+/-,0.32,-0.08,+/-,0.00
HLT_IsoTkMu20,L1_SingleMu16,1, L1_SingleMu16 , 1,1,1,23.17,+/-,0.10,29.39,+/-,0.12,31.46,+/-,0.30,-2.07,+/-,0.32,-0.07,+/-,0.00
HLT_Ele17_CaloIdL_TrackIdL_IsoVL,L1_SingleEG15,4, L1_SingleEG15 , 4,11,11,22.67,+/-,0.09,28.76,+/-,0.12,27.89,+/-,0.28,0.87,+/-,0.30,0.03,+/-,0.00
HLT_BTagMu_DiJet20_Mu5,L1_Mu3_JetC16_WdEtaPhi2,50, L1_Mu3_JetC16_WdEtaPhi2 , 50,1,1,21.97,+/-,0.09,27.87,+/-,0.12,26.64,+/-,0.28,1.23,+/-,0.30,0.05,+/-,0.00
HLT_Mu17,L1_SingleMu12,10, L1_SingleMu12 , 10,1,1,21.51,+/-,0.09,27.29,+/-,0.12,25.53,+/-,0.26,1.76,+/-,0.28,0.07,+/-,0.00
HLT_IsoMu22,L1_SingleMu20,1, L1_SingleMu20 , 1,1,1,20.41,+/-,0.09,25.89,+/-,0.11,27.50,+/-,0.28,-1.61,+/-,0.30,-0.06,+/-,0.00
HLT_BTagMu_DiJet70_Mu5,L1_Mu3_JetC52_WdEtaPhi2,3, L1_Mu3_JetC52_WdEtaPhi2 , 3,1,1,18.87,+/-,0.09,23.94,+/-,0.11,22.55,+/-,0.25,1.39,+/-,0.27,0.06,+/-,0.00
HLT_Ele27_eta2p1_WPTight_Gsf,L1_SingleIsoEG22er,1, L1_SingleIsoEG22er OR L1_SingleEG25 , 1 | 1,1,1,18.84,+/-,0.09,23.90,+/-,0.11,22.53,+/-,0.25,1.37,+/-,0.27,0.06,+/-,0.00
HLT_L2Mu35_NoVertex_3Sta_NoBPTX3BX_NoHalo,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1, L1_SingleMuOpen_NotBptxOR , 1,1,1,16.98,+/-,0.08,21.54,+/-,0.10,18.91,+/-,0.24,2.63,+/-,0.26,0.14,+/-,0.00
HLT_IsoMu27,L1_SingleMu25,1, L1_SingleMu25 , 1,1,1,15.09,+/-,0.08,19.14,+/-,0.10,19.23,+/-,0.24,-0.09,+/-,0.26,-0.00,+/-,0.00
HLT_L2Mu40_NoVertex_3Sta_NoBPTX3BX_NoHalo,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1, L1_SingleMuOpen_NotBptxOR , 1,1,1,14.90,+/-,0.08,18.90,+/-,0.10,16.53,+/-,0.22,2.37,+/-,0.24,0.14,+/-,0.00
HLT_IsoTkMu27,L1_SingleMu25,1, L1_SingleMu25 , 1,1,1,14.70,+/-,0.08,18.65,+/-,0.10,18.68,+/-,0.23,-0.03,+/-,0.25,-0.00,+/-,0.00
HLT_DiPFJetAve60,L1_ZeroBias,631, L1_ZeroBias , 5000,1,1,14.43,+/-,0.08,18.31,+/-,0.10,17.05,+/-,0.22,1.26,+/-,0.24,0.07,+/-,0.00
HLT_HT550to650,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1,1,14.30,+/-,0.08,18.14,+/-,0.10,17.40,+/-,0.22,0.74,+/-,0.24,0.04,+/-,0.00
HLT_DiPFJetAve40,L1_ZeroBias,631, L1_ZeroBias , 5000,5,5,14.01,+/-,0.07,17.77,+/-,0.09,15.78,+/-,0.22,1.99,+/-,0.24,0.13,+/-,0.00
HLT_HT500to550,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1,1,13.79,+/-,0.07,17.49,+/-,0.09,16.30,+/-,0.22,1.19,+/-,0.24,0.07,+/-,0.00
HLT_HT650,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1,1,13.00,+/-,0.07,16.49,+/-,0.09,15.26,+/-,0.21,1.23,+/-,0.23,0.08,+/-,0.00
HLT_Mu17_TrkIsoVVL,L1_SingleMu12,10, L1_SingleMu12 , 10,1,1,12.94,+/-,0.07,16.42,+/-,0.09,15.54,+/-,0.21,0.88,+/-,0.23,0.06,+/-,0.00
HLT_HT470to500,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1,1,12.37,+/-,0.07,15.69,+/-,0.09,14.96,+/-,0.20,0.73,+/-,0.22,0.05,+/-,0.00
HLT_Ele32_eta2p1_WPTight_Gsf,L1_SingleIsoEG30er,1, L1_SingleIsoEG30er OR L1_SingleEG40 , 1 | 1,1,1,11.76,+/-,0.07,14.92,+/-,0.09,13.92,+/-,0.20,1.00,+/-,0.22,0.07,+/-,0.00
HLT_Dimuon10_Jpsi_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 , 1,1,1,11.65,+/-,0.07,14.78,+/-,0.09,13.76,+/-,0.20,1.02,+/-,0.22,0.07,+/-,0.00
HLT_HT450to470,L1_HTT125 OR L1_HTT150,1 | 1, L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1,1,1,10.49,+/-,0.06,13.31,+/-,0.08,12.60,+/-,0.19,0.71,+/-,0.21,0.06,+/-,0.00
HLT_Ele30WP60_SC4_Mass55,L1_SingleEG25,1, L1_SingleEG25 OR L1_SingleIsoEG30er , 1 | 1,1,1,8.35,+/-,0.06,10.59,+/-,0.07,10.32,+/-,0.17,0.27,+/-,0.18,0.03,+/-,0.00
HLT_DoubleMu4_LowMassNonResonantTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 | 1 | 1,1,1,8.35,+/-,0.06,10.59,+/-,0.07,9.77,+/-,0.16,0.82,+/-,0.18,0.08,+/-,0.00
HLT_AK8DiPFJet250_200_TrimMass30_BTagCSV0p45,L1_SingleJet200 OR L1_SingleJet176,1 | 1, L1_SingleJet176 OR L1_SingleJet200 , 1 | 1,1,1,7.45,+/-,0.05,9.45,+/-,0.07,9.00,+/-,0.16,0.45,+/-,0.17,0.05,+/-,0.00
HLT_DoubleMu4_3_Jpsi_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 | 1 | 1,1,1,6.81,+/-,0.05,8.64,+/-,0.07,8.08,+/-,0.15,0.56,+/-,0.16,0.07,+/-,0.00
HLT_Mu45_eta2p1,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,6.63,+/-,0.05,8.41,+/-,0.06,7.72,+/-,0.15,0.69,+/-,0.16,0.09,+/-,0.00
HLT_Mu20,L1_SingleMu16,1, L1_SingleMu16 , 1,20,20,6.05,+/-,0.05,7.68,+/-,0.06,7.02,+/-,0.14,0.66,+/-,0.15,0.09,+/-,0.00
HLT_DoubleMediumIsoPFTau35_Trk1_eta2p1_Reg,L1_DoubleIsoTau28er,1, L1_DoubleIsoTau28er OR L1_DoubleIsoTau32er OR L1_DoubleIsoTau36er OR L1_DoubleIsoTau40er OR L1_DoubleTauJet40er , 1 | 1 | 1 | 1 | 1,1,1,5.30,+/-,0.05,6.72,+/-,0.06,6.07,+/-,0.14,0.65,+/-,0.15,0.11,+/-,0.00
HLT_AK8DiPFJet280_200_TrimMass30_BTagCSV0p45,L1_SingleJet200 OR L1_SingleJet176,1 | 1, L1_SingleJet176 OR L1_SingleJet200 , 1 | 1,1,1,5.27,+/-,0.05,6.69,+/-,0.06,6.30,+/-,0.14,0.39,+/-,0.15,0.06,+/-,0.00
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40,L1_SingleEG30,1, L1_SingleEG30 , 1,1,1,5.22,+/-,0.05,6.62,+/-,0.06,6.71,+/-,0.14,-0.09,+/-,0.15,-0.01,+/-,0.00
HLT_Dimuon16_Jpsi,L1_DoubleMu_10_0_WdEta18,1, L1_DoubleMu_10_0_WdEta18 , 1,1,1,5.07,+/-,0.04,6.43,+/-,0.06,5.84,+/-,0.13,0.59,+/-,0.14,0.10,+/-,0.00
HLT_BTagMu_DiJet40_Mu5,L1_Mu3_JetC16_WdEtaPhi2,50, L1_Mu3_JetC16_WdEtaPhi2 , 50,1,1,5.07,+/-,0.04,6.43,+/-,0.06,6.32,+/-,0.14,0.11,+/-,0.15,0.02,+/-,0.00
HLT_DoubleMu4_JpsiTrk_Displaced,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 | 1 | 1,1,1,5.05,+/-,0.04,6.41,+/-,0.06,5.93,+/-,0.13,0.48,+/-,0.14,0.08,+/-,0.00
HLT_BTagMu_DiJet110_Mu5,L1_Mu3_JetC52_WdEtaPhi2,3, L1_Mu3_JetC52_WdEtaPhi2 , 3,1,1,4.80,+/-,0.04,6.09,+/-,0.06,5.66,+/-,0.13,0.43,+/-,0.14,0.08,+/-,0.00
HLT_PFHT800,L1_HTT125 OR L1_HTT100,1 | 1, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,4.79,+/-,0.04,6.08,+/-,0.06,5.66,+/-,0.13,0.42,+/-,0.14,0.07,+/-,0.00
HLT_Random,,,  , ,120,120,4.76,+/-,0.04,6.04,+/-,0.05,0.00,+/-,0.00,6.04,+/-,0.05,999.00,+/-,0.00
HLT_L2Mu10,L1_SingleMu16,1, L1_SingleMu16 , 1,200,200,4.74,+/-,0.04,6.01,+/-,0.05,5.45,+/-,0.12,0.56,+/-,0.13,0.10,+/-,0.00
HLT_QuadPFJet_DoubleBTagCSV_VBF_Mqq200,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,4.73,+/-,0.04,6.00,+/-,0.05,5.73,+/-,0.12,0.27,+/-,0.13,0.05,+/-,0.00
HLT_Mu50,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,4.63,+/-,0.04,5.87,+/-,0.05,5.38,+/-,0.12,0.49,+/-,0.13,0.09,+/-,0.00
HLT_AK8PFHT650_TrimR0p1PT0p03Mass50,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,4.60,+/-,0.04,5.84,+/-,0.05,5.26,+/-,0.12,0.58,+/-,0.13,0.11,+/-,0.00
HLT_AK8PFHT600_TrimR0p1PT0p03Mass50_BTagCSV0p45,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,4.47,+/-,0.04,5.67,+/-,0.05,5.32,+/-,0.12,0.35,+/-,0.13,0.07,+/-,0.00
HLT_PFMETNoMu90_JetIdCleaned_PFMHTNoMu90_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,4.47,+/-,0.04,5.67,+/-,0.05,4.76,+/-,0.12,0.91,+/-,0.13,0.19,+/-,0.00
HLT_L1_TripleJet_VBF,L1_TripleJet_92_76_64_VBF,1, L1_TripleJet_92_76_64_VBF OR L1_TripleJet_84_68_48_VBF OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_DoubleJetC84 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1400,1400,4.42,+/-,0.04,5.61,+/-,0.05,4.36,+/-,0.12,1.25,+/-,0.13,0.29,+/-,0.00
HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg,L1_DoubleIsoTau28er,1, L1_DoubleIsoTau28er OR L1_DoubleIsoTau32er OR L1_DoubleIsoTau36er OR L1_DoubleIsoTau40er OR L1_DoubleTauJet40er , 1 | 1 | 1 | 1 | 1,1,1,4.29,+/-,0.04,5.44,+/-,0.05,4.99,+/-,0.12,0.45,+/-,0.13,0.09,+/-,0.00
HLT_Ele27_WPLoose_Gsf_CentralPFJet30_BTagCSV07,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleEG20 OR L1_SingleEG25 , 4 | 1 | 1,1,1,4.27,+/-,0.04,5.42,+/-,0.05,5.30,+/-,0.12,0.12,+/-,0.13,0.02,+/-,0.00
HLT_PFHT200_DiPFJetAve90_PFAlphaT0p57,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_HTT200 OR L1_HTT250 OR L1_ETM40 OR L1_ETM50 OR L1_ETM60 OR L1_ETM70 OR L1_ETM100 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 2000 | 1 | 1,1,1,4.23,+/-,0.04,5.37,+/-,0.05,4.85,+/-,0.12,0.52,+/-,0.13,0.11,+/-,0.00
HLT_Ele15_IsoVVVL_PFHT350,L1_SingleEG5,262139, L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1,1,1,4.13,+/-,0.04,5.24,+/-,0.05,4.66,+/-,0.12,0.58,+/-,0.13,0.12,+/-,0.00
HLT_MonoCentralPFJet80_PFMETNoMu90_JetIdCleaned_PFMHTNoMu90_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,4.08,+/-,0.04,5.18,+/-,0.05,4.47,+/-,0.12,0.71,+/-,0.13,0.16,+/-,0.00
HLT_PFMET170,L1_ETM60 OR L1_ETM70,1 | 1, L1_ETM60 OR L1_ETM70 , 1 | 1,1,1,4.05,+/-,0.04,5.14,+/-,0.05,5.12,+/-,0.12,0.02,+/-,0.13,0.00,+/-,0.00
HLT_PFMET170_HBHECleaned,L1_ETM60 OR L1_ETM70,1 | 1, L1_ETM60 OR L1_ETM70 , 1 | 1,1,1,3.98,+/-,0.04,5.05,+/-,0.05,5.05,+/-,0.12,-0.00,+/-,0.13,-0.00,+/-,0.00
HLT_Ele30WP60_Ele8_Mass55,L1_SingleEG25,1, L1_SingleEG25 OR L1_SingleIsoEG30er , 1 | 1,1,1,3.87,+/-,0.04,4.91,+/-,0.05,4.67,+/-,0.12,0.24,+/-,0.13,0.05,+/-,0.00
HLT_Dimuon0_Phi_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 , 1,1,1,3.85,+/-,0.04,4.88,+/-,0.05,4.39,+/-,0.11,0.49,+/-,0.12,0.11,+/-,0.00
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20_SingleL1,L1_SingleIsoEG20 OR L1_SingleIsoEG20er,1 | 1, L1_SingleIsoEG20er OR L1_SingleIsoEG22er OR L1_SingleEG25 , 4 | 1 | 1,1,1,3.84,+/-,0.04,4.87,+/-,0.05,4.72,+/-,0.12,0.15,+/-,0.13,0.03,+/-,0.00
HLT_PFJet260,L1_SingleJet128 OR L1_SingleJet200,1 | 1, L1_SingleJet128 OR L1_SingleJet200 , 1 | 1,8,8,3.65,+/-,0.04,4.63,+/-,0.05,4.35,+/-,0.11,0.28,+/-,0.12,0.06,+/-,0.00
HLT_AK8PFHT700_TrimR0p1PT0p03Mass50,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,3.57,+/-,0.04,4.53,+/-,0.05,4.04,+/-,0.10,0.49,+/-,0.11,0.12,+/-,0.00
HLT_Mu27_TkMu8,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,3.50,+/-,0.04,4.44,+/-,0.05,4.00,+/-,0.10,0.44,+/-,0.11,0.11,+/-,0.00
HLT_PFMET90_PFMHT90_IDTight,L1_ETM70,1, L1_ETM70 OR L1_DoubleJetC56_ETM60 OR L1_ETM60 OR L1_ETM50 , 1 | 1 | 1 | 1,1,1,3.45,+/-,0.04,4.38,+/-,0.05,4.71,+/-,0.12,-0.33,+/-,0.13,-0.07,+/-,0.00
HLT_Ele12_CaloIdL_TrackIdL_IsoVL,L1_SingleEG10 OR L1_SingleEG15,3000 | 4, L1_SingleEG10 OR L1_SingleEG15 , 3000 | 4,125,125,3.25,+/-,0.04,4.12,+/-,0.05,3.88,+/-,0.10,0.24,+/-,0.11,0.06,+/-,0.00
HLT_PFHT600,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 , 1 | 1 | 1 | 1 | 1,6,6,3.22,+/-,0.04,4.08,+/-,0.05,3.70,+/-,0.10,0.38,+/-,0.11,0.10,+/-,0.00
HLT_Mu12_Photon25_CaloIdL_L1OR,L1_Mu5_EG20 OR L1_Mu20_EG10,1 | 1, L1_Mu5_EG20 OR L1_Mu20_EG10 , 1 | 1,2,2,3.19,+/-,0.04,4.05,+/-,0.04,3.70,+/-,0.10,0.35,+/-,0.11,0.09,+/-,0.00
HLT_Photon36_R9Id85_OR_CaloId24b40e_Iso50T80L_Photon22_AND_HE10_R9Id65_Eta2_Mass15,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG35 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,3.19,+/-,0.04,4.05,+/-,0.04,3.77,+/-,0.10,0.28,+/-,0.11,0.07,+/-,0.00
HLT_Mu16_TkMu0_dEta18_Onia,L1_SingleMu16 OR L1_SingleMu14er,1 | 1, L1_SingleMu14er OR L1_SingleMu16 , 75 | 1,1,1,3.17,+/-,0.04,4.02,+/-,0.04,3.79,+/-,0.10,0.23,+/-,0.11,0.06,+/-,0.00
HLT_Mu55,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,3.16,+/-,0.04,4.01,+/-,0.04,3.65,+/-,0.10,0.36,+/-,0.11,0.10,+/-,0.00
HLT_Ele27_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_SingleIsoEG22er,1, L1_SingleIsoEG22er OR L1_SingleEG25 , 1 | 1,1,1,3.14,+/-,0.04,3.98,+/-,0.04,3.62,+/-,0.10,0.36,+/-,0.11,0.10,+/-,0.00
HLT_Dimuon8_Upsilon_Barrel,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 , 1,1,1,3.07,+/-,0.03,3.89,+/-,0.04,3.54,+/-,0.10,0.35,+/-,0.11,0.10,+/-,0.00
HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL,L1_DoubleEG_22_10,1, L1_DoubleEG_22_10 , 1,1,1,3.06,+/-,0.03,3.88,+/-,0.04,3.57,+/-,0.10,0.31,+/-,0.11,0.09,+/-,0.00
HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass95,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,2.85,+/-,0.03,3.62,+/-,0.04,3.33,+/-,0.10,0.29,+/-,0.11,0.09,+/-,0.00
HLT_PFHT750_4JetPt50,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,1,1,2.82,+/-,0.03,3.58,+/-,0.04,3.65,+/-,0.10,-0.07,+/-,0.11,-0.02,+/-,0.00
HLT_Ele105_CaloIdVT_GsfTrkIdT,L1_SingleEG35 OR L1_SingleEG40,1 | 1, L1_SingleEG35 OR L1_SingleEG40 OR L1_SingleJet200 , 1 | 1 | 1,1,1,2.74,+/-,0.03,3.48,+/-,0.04,3.19,+/-,0.10,0.29,+/-,0.11,0.09,+/-,0.00
HLT_Diphoton30EB_18EB_R9Id_OR_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,2.72,+/-,0.03,3.45,+/-,0.04,3.34,+/-,0.10,0.11,+/-,0.11,0.03,+/-,0.00
HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,2.71,+/-,0.03,3.44,+/-,0.04,3.15,+/-,0.10,0.29,+/-,0.11,0.09,+/-,0.00
HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_DZ,L1_DoubleMu_10_3p5,1, L1_DoubleMu_10_3p5 OR L1_DoubleMu_12_5 , 1 | 1,1,1,2.69,+/-,0.03,3.41,+/-,0.04,3.16,+/-,0.10,0.25,+/-,0.11,0.08,+/-,0.00
HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF,L1_SingleEG30,1, L1_SingleEG30 , 1,1,1,2.68,+/-,0.03,3.40,+/-,0.04,3.18,+/-,0.10,0.22,+/-,0.11,0.07,+/-,0.00
HLT_PFJet320,L1_SingleJet128 OR L1_SingleJet200,1 | 1, L1_SingleJet128 OR L1_SingleJet200 , 1 | 1,4,4,2.65,+/-,0.03,3.36,+/-,0.04,3.00,+/-,0.10,0.36,+/-,0.11,0.12,+/-,0.00
HLT_PFHT650,L1_HTT175 OR L1_HTT150,1 | 1, L1_HTT150 OR L1_HTT175 , 1 | 1,5,5,2.58,+/-,0.03,3.27,+/-,0.04,2.99,+/-,0.09,0.28,+/-,0.10,0.09,+/-,0.00
HLT_L2Mu10_NoVertex_NoBPTX,L1_SingleMuOpen OR L1_SingleMuOpen_NotBptxOR,262139 | 1, L1_SingleMuOpen_NotBptxOR , 1,30,30,2.58,+/-,0.03,3.27,+/-,0.04,2.95,+/-,0.10,0.32,+/-,0.11,0.11,+/-,0.00
HLT_RsqMR240_Rsq0p09_MR200,L1_HTT100 OR L1_HTT75,1 | 1, L1_HTT75 OR L1_HTT100 OR L1_HTT125 OR L1_HTT150 OR L1_HTT175 OR L1_SingleJet128 OR L1_SingleJet176 OR L1_SingleJet200 OR L1_DoubleJetC84 OR L1_DoubleJetC100 OR L1_QuadJetC40 OR L1_QuadJetC60 , 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1,1,1,2.56,+/-,0.03,3.25,+/-,0.04,3.25,+/-,0.10,-0.00,+/-,0.11,-0.00,+/-,0.00
HLT_Mu30_TkMu11,L1_SingleMu16 OR L1_SingleMu25,1 | 1, L1_SingleMu16 OR L1_SingleMu25 , 1 | 1,1,1,2.52,+/-,0.03,3.20,+/-,0.04,2.93,+/-,0.10,0.27,+/-,0.11,0.09,+/-,0.00
HLT_Diphoton30PV_18PV_R9Id_AND_IsoCaloId_AND_HE_R9Id_DoublePixelVeto_Mass55,L1_SingleEG25 OR L1_SingleEG40,1 | 1, L1_SingleEG40 OR L1_SingleEG25 OR L1_DoubleEG_22_10 OR L1_DoubleEG_15_10 , 1 | 1 | 1 | 1,1,1,2.52,+/-,0.03,3.20,+/-,0.04,2.96,+/-,0.10,0.24,+/-,0.11,0.08,+/-,0.00
HLT_DoubleMu4_3_Bs,L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0,1 | 1, L1_DoubleMu0_Eta1p6_WdEta18 OR L1_DoubleMu0_Eta1p6_WdEta18_OS OR L1_DoubleMu_10_0_WdEta18 , 1 | 1 | 1,1,1,2.49,+/-,0.03,3.16,+/-,0.04,2.82,+/-,0.09,0.34,+/-,0.10,0.12,+/-,0.00
HLT_Ele22_eta2p1_WPLoose_Gsf_LooseIsoPFTau20,L1_IsoEG20er_TauJet20er_NotWdEta0,1, L1_IsoEG20er_TauJet20er_NotWdEta0 , 1,1,1,2.49,+/-,0.03,3.16,+/-,0.04,2.94,+/-,0.10,0.22,+/-,0.11,0.07,+/-,0.00
HLT_Mu8_TrkIsoVVL_Ele17_CaloIdL_TrackIdL_IsoVL,L1_Mu5_EG15,1, L1_Mu5_EG15 , 1,1,1,2.47,+/-,0.03,3.13,+/-,0.04,3.13,+/-,0.10,0.00,+/-,0.11,0.00,+/-,0.00
