Prescale	Path	Group	Primary dataset	Total			HLTPhysics			
1	HLT_Mu16_TkMu0_dEta18_Onia_v3	BPH	OnlineMonitor,MuOnia	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_DiPFJetAve200_v3	JME	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_PFMETNoMu120_PFMHTNoMu120_IDTight_v2	EXO	OnlineMonitor,MET	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_HcalNZS_v3	null	OnlineMonitor,HcalNZS	0.0	±	0	0.0	±	0	
1	HLT_IsoMu16_eta2p1_MET30_v2	HIG,TAU	OnlineMonitor,SingleMuon	11.2730039737	±	3.25423593941	11.2730039737	±	3.25423593941	
1	HLT_Mu38NoFiltersNoVtxDisplaced_DisplacedJet60_Tight_v3	EXO	OnlineMonitor,SingleMuon	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_BTagMu_DiJet40_Mu5_v3	BTV	OnlineMonitor,BTagMu	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_PFHT250_v3	null	OnlineMonitor,JetHT	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_DiPFJet25_FBEta3_NoCaloMatched_v2	FSQ	OnlineMonitor,FSQJets	0.0	±	0	0.0	±	0	
1	HLT_Dimuon8_PsiPrime_Barrel_v3	BPH	OnlineMonitor,Charmonium	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Physics_part1_v1	null	HLTPhysics1	148.427885654	±	11.8082885607	148.427885654	±	11.8082885607	
1	HLT_PFMETNoMu90_PFMHTNoMu90_IDTight_v2	EXO	OnlineMonitor,MET	15.9700889628	±	3.87331550848	15.9700889628	±	3.87331550848	
1	HLT_Photon500_v2	PPD	OnlineMonitor,ExpressPhysics,SinglePhoton	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Ele23_CaloIdL_TrackIdL_IsoVL_PFJet30_v4	SUSY	OnlineMonitor,DoubleEG	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_AK4CaloJet100_v3	HIN	OnlineMonitor,HINCaloJets	0.0	±	0	0.0	±	0	
1	HLT_Ele25_eta2p1_WPTight_Gsf_v2	EGM	OnlineMonitor,SingleElectron	61.0621048577	±	7.57382196949	61.0621048577	±	7.57382196949	
1	HLT_PFHT600_v4	null	OnlineMonitor,JetHT	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_IsoMu24_v2	SMP,Top,Higgs,Muon	OnlineMonitor,SingleMuon	67.6380238424	±	7.97121755417	67.6380238424	±	7.97121755417	
1	HLT_Ele45_CaloIdVT_GsfTrkIdT_PFJet200_PFJet50_v4	B2G	OnlineMonitor,SingleElectron	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_PFHT550_4JetPt50_v2	EXO	OnlineMonitor,JetHT	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_PFHT250_DiPFJetAve90_PFAlphaT0p55_v3	null	OnlineMonitor,HTMHT	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_Mu16_TkMu0_dEta18_Phi_v3	BPH	OnlineMonitor,MuOnia	0.0	±	0	0.0	±	0	
1	HLT_VBF_DisplacedJet40_Hadronic_2PromptTrack_v3	EXO	OnlineMonitor,DisplacedJet	10.3335869759	±	3.11569370342	10.3335869759	±	3.11569370342	
1	HLT_AK4PFJet50_v4	HIN	OnlineMonitor,HINPFJets	0.0	±	0	0.0	±	0	
1	HLT_AK8PFJet360_TrimMass30_v4	B2G	OnlineMonitor,EventDisplay,JetHT	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_BTagMu_DiJet70_Mu5_v3	BTV	OnlineMonitor,BTagMu	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_IsoMu19_eta2p1_LooseIsoPFTau20_v2	TAU,HIG	OnlineMonitor,SingleMuon	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Ele23_Ele12_CaloIdL_TrackIdL_IsoVL_v4	HIG	OnlineMonitor,DoubleEG	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_Photon50_v4	SMP	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_IsoTrackHE_v2	null	OnlineMonitor,Commissioning	15.030671965	±	3.75766799124	15.030671965	±	3.75766799124	
1	HLT_Photon50_R9Id90_HE10_Iso40_EBOnly_VBF_v3	HIG	OnlineMonitor,SinglePhoton	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Photon175_v4	Egamma	OnlineMonitor,EventDisplay,SinglePhoton	6.57591898468	±	2.4854637536	6.57591898468	±	2.4854637536	
1	HLT_Ele17_Ele12_CaloIdL_TrackIdL_IsoVL_DZ_v4	HIG	OnlineMonitor,ExpressPhysics,DoubleEG	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_v4	HIG	OnlineMonitor,DoubleEG	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_Mu30_Ele30_CaloIdL_GsfTrkIdVL_v4	EXO-Disappearing Tracks	OnlineMonitor,MuonEG	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Physics_part0_v1	null	HLTPhysics0	148.427885654	±	11.8082885607	148.427885654	±	11.8082885607	
1	HLT_PFJet15_NoCaloMatched_v4	FSQ	OnlineMonitor,FSQJets	0.0	±	0	0.0	±	0	
1	HLT_TrkMu15_DoubleTrkMu5NoFiltersNoVtx_v3	EXO	OnlineMonitor,DoubleMuon	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Mu7p5_Track2_Upsilon_v3	BPH	OnlineMonitor,MuOnia	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Mu14er_PFMET100_v2	JME,SUSY	OnlineMonitor,MET	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_v4	EXO-Disappearing Tracks	OnlineMonitor,DoubleEG	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_Mu10_TrkIsoVVL_DiPFJet40_DEta3p5_MJJ750_HTT350_PFMETNoMu60_v2	null	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_DoubleEle33_CaloIdL_GsfTrkIdVL_MW_v4	EXO-Disappearing Tracks	OnlineMonitor,DoubleEG	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_HISinglePhoton60_v3	Egamma	OnlineMonitor,EventDisplay,HINPhoton	0.0	±	0	0.0	±	0	
1	HLT_Mu16_eta2p1_MET30_v2	HIG,TAU	OnlineMonitor,SingleMuon	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_VBF_DisplacedJet40_VTightID_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet	0.0	±	0	0.0	±	0	
1	HLT_Ele27_WPTight_Gsf_v2	EGM	OnlineMonitor,SingleElectron	76.0927768227	±	8.4547529803	76.0927768227	±	8.4547529803	
1	HLT_Rsq0p02_MR300_TriPFJet80_60_40_BTagCSV_p063_p20_Mbb60_200_v2	null	OnlineMonitor,BTagCSV	39.4555139081	±	6.08811797049	39.4555139081	±	6.08811797049	
1	HLT_Ele30WP60_SC4_Mass55_v4	HIG	OnlineMonitor,DoubleEG	35.6978459168	±	5.79095529593	35.6978459168	±	5.79095529593	
1	HLT_Mu6_PFHT200_PFMET100_v2	JME	OnlineMonitor,MET	0.0	±	0	0.0	±	0	
1	HLT_DiPFJetAve15_HFJEC_v2	null	OnlineMonitor,FSQJets	0.0	±	0	0.0	±	0	
1	HLT_Mu15_IsoVVVL_PFHT350_PFMET50_v3	SUSY,electron+hadronic	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_Photon120_R9Id90_HE10_Iso40_EBOnly_PFMET40_v4	HIG	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_JetE50_NoBPTX3BX_v2	EXO	OnlineMonitor,NoBPTX	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Ele15_IsoVVVL_PFHT350_v3	SUSY,electron+hadronic	OnlineMonitor,SingleElectron	11.2730039737	±	3.25423593941	11.2730039737	±	3.25423593941	
1	HLT_DiPFJetAve260_v3	JME	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_Ele30WP60_Ele8_Mass55_v3	EGM	OnlineMonitor,DoubleEG	14.0912549672	±	3.63834638767	14.0912549672	±	3.63834638767	
1	HLT_PFJet60_v5	SMP,BTV	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_DoubleJetsC100_SingleBTagCSV_p014_v2	Higgs	OnlineMonitor,BTagCSV	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_L1_TripleJet_VBF_v5	HIG (Hbb)	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_Photon165_R9Id90_HE10_IsoM_v4	SMP	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_PFJet500_v5	SMP,B2G,BTV	OnlineMonitor,JetHT	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Dimuon0er16_Jpsi_NoVertexing_v3	BPH	OnlineMonitor,Charmonium	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_Photon75_R9Id90_HE10_Iso40_EBOnly_VBF_v3	HIG	OnlineMonitor,SinglePhoton	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_MET600_v2	PPD,AlCa	OnlineMonitor,ExpressPhysics,MET	0.0	±	0	0.0	±	0	
1	HLT_Photon90_R9Id90_HE10_Iso40_EBOnly_PFMET40_v4	HIG	OnlineMonitor,SinglePhoton	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Ele105_CaloIdVT_GsfTrkIdT_v4	EXO	OnlineMonitor,SingleElectron	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_VBF_DisplacedJet40_VVTightID_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet	0.0	±	0	0.0	±	0	
1	HLT_Photon90_R9Id90_HE10_IsoM_v4	SMP	OnlineMonitor,SinglePhoton	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_QuadPFJet_BTagCSV_p016_VBF_Mqq460_v2	HIG (Hbb)	OnlineMonitor,BTagCSV	7.51533598249	±	2.65707251806	7.51533598249	±	2.65707251806	
1	HLT_HT550to650_v2	EXO	OnlineMonitor,ParkingHT550to650,ParkingScoutingMonitor	50.7285178818	±	6.903276901	50.7285178818	±	6.903276901	
1	HLT_HT430to450_v2	EXO	OnlineMonitor,ParkingHT430to450,ParkingScoutingMonitor	49.789100884	±	6.83905897592	49.789100884	±	6.83905897592	
1	HLT_PFMET400_v2	PPD	OnlineMonitor,MET	0.0	±	0	0.0	±	0	
1	HLT_Ele50_CaloIdVT_GsfTrkIdT_PFJet140_v2	B2G	OnlineMonitor,SingleElectron	15.9700889628	±	3.87331550848	15.9700889628	±	3.87331550848	
1	HLT_HT350_DisplacedDijet40_Inclusive_v2	EXO	OnlineMonitor,DisplacedJet	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_QuadJet45_TripleBTagCSV_p087_v2	HIG (Hbb)	OnlineMonitor,BTagCSV	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_DoubleMu4_3_Jpsi_Displaced_v3	BPH	OnlineMonitor,Charmonium	14.0912549672	±	3.63834638767	14.0912549672	±	3.63834638767	
1	HLT_AK4PFJet80_v4	HIN	OnlineMonitor,HINPFJets	0.0	±	0	0.0	±	0	
1	HLT_DoubleMediumIsoPFTau40_Trk1_eta2p1_Reg_v5	TAU,HIG,EXO	OnlineMonitor,Tau	37.5766799124	±	5.94139477152	37.5766799124	±	5.94139477152	
1	HLT_Mu3_PFJet40_v2	null	OnlineMonitor,DoubleMuon	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Mu7p5_L2Mu2_Jpsi_v3	BPH	OnlineMonitor,Charmonium	0.0	±	0	0.0	±	0	
1	HLT_DiPFJetAve100_HFJEC_v4	null	OnlineMonitor,JetHT	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_DoublePhoton60_v2	null	OnlineMonitor,DoubleEG	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_HT650_DisplacedDijet80_Inclusive_v3	EXO	OnlineMonitor,DisplacedJet	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_DiPFJetAve500_v3	JME	OnlineMonitor,JetHT	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Photon22_v3	SMP	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_Mu15_IsoVVVL_PFHT600_v4	SUSY,electron+hadronic	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_FullTracks_Multiplicity80_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF	0.0	±	0	0.0	±	0	
1	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET90_v2	null	OnlineMonitor,Tau	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_PFHT300_PFMET100_v2	SUSY,EXO	OnlineMonitor,HTMHT	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_AK4PFJet30_v4	HIN	OnlineMonitor,HINPFJets	0.0	±	0	0.0	±	0	
1	HLT_Ele35_CaloIdVT_GsfTrkIdT_PFJet150_PFJet50_v2	B2G	OnlineMonitor,SingleElectron	0.0	±	0	0.0	±	0	
1	HLT_HT350_DisplacedDijet40_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet	0.0	±	0	0.0	±	0	
1	HLT_DoubleJetsC100_SingleBTagCSV_p014_SinglePFJetC350_v2	Higgs	OnlineMonitor,BTagCSV	7.51533598249	±	2.65707251806	7.51533598249	±	2.65707251806	
1	HLT_Mu17_TrkIsoVVL_TkMu8_TrkIsoVVL_v3	Muon	OnlineMonitor,DoubleMuon	9.39416997811	±	2.97069738576	9.39416997811	±	2.97069738576	
1	HLT_HISinglePhoton10_v3	HIN	OnlineMonitor,HINPhoton	0.0	±	0	0.0	±	0	
1	HLT_BTagMu_DiJet20_Mu5_v3	BTV	OnlineMonitor,BTagMu	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_HT650_v3	EXO	OnlineMonitor,ParkingHT650,ParkingScoutingMonitor	53.5467688752	±	7.09244279915	53.5467688752	±	7.09244279915	
1	HLT_HT750_DisplacedDijet80_Inclusive_v3	EXO	OnlineMonitor,DisplacedJet	0.0	±	0	0.0	±	0	
1	HLT_MET200_v2	Exotica (monojet)	OnlineMonitor,MET	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_DiPFJetAve300_HFJEC_v4	null	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_MonoCentralPFJet80_PFMETNoMu90_PFMHTNoMu90_IDTight_v2	EXO	OnlineMonitor,MET	13.1518379694	±	3.51497654912	13.1518379694	±	3.51497654912	
1	HLT_Mu7p5_Track2_Jpsi_v3	BPH	OnlineMonitor,Charmonium	0.0	±	0	0.0	±	0	
1	HLT_Ele15_IsoVVVL_PFHT600_v4	SUSY,electron+hadronic	OnlineMonitor,SingleElectron	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_IsoMu21_eta2p1_MediumIsoPFTau32_Trk1_eta2p1_Reg_v2	null	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_HT400_DisplacedDijet40_Inclusive_v3	EXO	OnlineMonitor,DisplacedJet	20.6671739518	±	4.40625629158	20.6671739518	±	4.40625629158	
1	HLT_Mu8_v4	SUSY	OnlineMonitor,DoubleMuon	0.0	±	0	0.0	±	0	
1	HLT_PFMET170_HBHECleaned_v3	JME	OnlineMonitor,MET	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_IsoTrackHB_v2	null	OnlineMonitor,Commissioning	36.6372629146	±	5.86665727099	36.6372629146	±	5.86665727099	
1	HLT_Mu6_PFHT200_PFMET80_BTagCSV_p067_v2	SUSY	OnlineMonitor,MET	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_PFMET100_PFMHT100_IDTight_v3	HIG (Hbb)	OnlineMonitor,MET	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_DiPFJetAve80_v3	JME	OnlineMonitor,JetHT	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_Ele27_WPLoose_Gsf_WHbbBoost_v3	null	OnlineMonitor,SingleElectron	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_Mu40_TkMu11_v3	EXO-Disappearing Tracks	OnlineMonitor,DoubleMuon	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_DiPFJet40_DEta3p5_MJJ600_PFMETNoMu140_v2	HIG	OnlineMonitor,HTMHT	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Mu20_v3	SMP	OnlineMonitor,SingleMuon	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_Photon75_v4	SMP	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_PFHT450_SixJet40_BTagCSV_p056_v2	HIG	OnlineMonitor,JetHT	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Mu33NoFiltersNoVtxDisplaced_Photon33_CaloIdL_v3	EXO-Disappearing Tracks	OnlineMonitor,MuonEG	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_PFMETNoMu100_PFMHTNoMu100_IDTight_v2	EXO,SUS	OnlineMonitor,MET	11.2730039737	±	3.25423593941	11.2730039737	±	3.25423593941	
1	HLT_HT200_DisplacedDijet40_DisplacedTrack_v2	EXO	OnlineMonitor,DisplacedJet	0.0	±	0	0.0	±	0	
1	HLT_Diphoton30_18_R9Id_OR_IsoCaloId_AND_HE_R9Id_Mass90_v2	null	OnlineMonitor,DoubleEG	6.57591898468	±	2.4854637536	6.57591898468	±	2.4854637536	
1	HLT_RsqMR240_Rsq0p09_MR200_v3	SUSY	OnlineMonitor,HTMHT	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_Mu7p5_Track7_Upsilon_v3	BPH	OnlineMonitor,MuOnia	0.0	±	0	0.0	±	0	
1	HLT_PFHT250_DiPFJetAve90_PFAlphaT0p58_v3	null	OnlineMonitor,HTMHT	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_TkMu24_eta2p1_v3	SMP	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_L1SingleMuOpen_v3	null	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_IsoTkMu22_v3	SMP,muon	OnlineMonitor,SingleMuon	77.0321938205	±	8.50678272049	77.0321938205	±	8.50678272049	
1	HLT_DiMu9_Ele9_CaloIdL_TrackIdL_v4	HIG	OnlineMonitor,MuonEG	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Ele24_eta2p1_WPLoose_Gsf_v2	TAU,HIG	OnlineMonitor,SingleElectron	94.8811167789	±	9.44102398437	94.8811167789	±	9.44102398437	
1	HLT_DiPFJetAve160_HFJEC_v4	null	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_PFJet25_NoCaloMatched_v2	FSQ	OnlineMonitor,FSQJets	0.0	±	0	0.0	±	0	
1	HLT_Mu17_TrkIsoVVL_Mu8_TrkIsoVVL_v3	Muon	OnlineMonitor,DoubleMuon	7.51533598249	±	2.65707251806	7.51533598249	±	2.65707251806	
1	HLT_Random_v2	null	OnlineMonitor,ExpressPhysics,ZeroBias	0.0	±	0	0.0	±	0	
1	HLT_PFJet140_v5	SMP,BTV	OnlineMonitor,JetHT	0.0	±	0	0.0	±	0	
1	HLT_PFHT400_SixJet30_DoubleBTagCSV_p056_v2	HIG	OnlineMonitor,JetHT	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Dimuon8_Upsilon_Barrel_v3	BPH	OnlineMonitor,MuOnia	9.39416997811	±	2.97069738576	9.39416997811	±	2.97069738576	
1	HLT_LooseIsoPFTau50_Trk30_eta2p1_MET80_v2	TAU,HIG	OnlineMonitor,Tau	9.39416997811	±	2.97069738576	9.39416997811	±	2.97069738576	
1	HLT_FullTracks_Multiplicity130_v2	FSQ,HIN	OnlineMonitor,HighMultiplicityEOF	0.0	±	0	0.0	±	0	
1	HLT_Mu27_TkMu8_v3	EXO-Disappearing Tracks	OnlineMonitor,DoubleMuon	10.3335869759	±	3.11569370342	10.3335869759	±	3.11569370342	
1	HLT_DiPFJetAve220_HFJEC_v4	null	OnlineMonitor,JetHT	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_MonoCentralPFJet80_PFMETNoMu100_PFMHTNoMu100_IDTight_v2	EXO	OnlineMonitor,MET	10.3335869759	±	3.11569370342	10.3335869759	±	3.11569370342	
1	HLT_PFMET120_Mu5_v2	JME	OnlineMonitor,MET	0.0	±	0	0.0	±	0	
1	HLT_QuadMuon0_Dimuon0_Upsilon_v3	BPH	OnlineMonitor,MuOnia	0.0	±	0	0.0	±	0	
1	HLT_L2Mu10_v2	muon	OnlineMonitor,SingleMuon	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Mu50_v3	EXO,SMP,muon	OnlineMonitor,SingleMuon	14.0912549672	±	3.63834638767	14.0912549672	±	3.63834638767	
1	HLT_VBF_DisplacedJet40_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_Mu3er_PFHT140_PFMET125_v2	SUSY	OnlineMonitor,MET	0.0	±	0	0.0	±	0	
1	HLT_Mu37_Ele27_CaloIdL_GsfTrkIdVL_v2	EXO	OnlineMonitor,MuonEG	0.0	±	0	0.0	±	0	
1	HLT_MET90_IsoTrk50_v3	EXO-Disappearing Tracks	OnlineMonitor,MET	0.0	±	0	0.0	±	0	
1	HLT_HISinglePhoton20_v3	HIN	OnlineMonitor,HINPhoton	0.0	±	0	0.0	±	0	
1	HLT_TkMu27_v3	SMP	OnlineMonitor,SingleMuon	0.0	±	0	0.0	±	0	
1	HLT_PFHT400_DiPFJetAve90_PFAlphaT0p52_v3	null	OnlineMonitor,HTMHT	2.81825099343	±	1.6271179697	2.81825099343	±	1.6271179697	
1	HLT_Mu17_TrkIsoVVL_Ele12_CaloIdL_TrackIdL_IsoVL_v4	HIG	OnlineMonitor,MuonEG	5.63650198687	±	2.30109230033	5.63650198687	±	2.30109230033	
1	HLT_ECALHT800_v3	exotica	OnlineMonitor,DoubleEG	0.0	±	0	0.0	±	0	
1	HLT_PFMET110_PFMHT110_IDTight_v3	HIG (Hbb)	OnlineMonitor,MET	6.57591898468	±	2.4854637536	6.57591898468	±	2.4854637536	
1	HLT_BTagMu_DiJet110_Mu5_v3	BTV	OnlineMonitor,BTagMu	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_PFHT900_v2	SUS	OnlineMonitor,JetHT	9.39416997811	±	2.97069738576	9.39416997811	±	2.97069738576	
1	HLT_DoubleMu33NoFiltersNoVtx_v3	EXO,DisplacedSUSY	OnlineMonitor,DoubleMuon	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_ZeroBias_FirstCollisionAfterAbortGap_v1	null	OnlineMonitor,ExpressPhysics,ZeroBias	0.0	±	0	0.0	±	0	
1	HLT_Ele17_CaloIdL_TrackIdL_IsoVL_PFJet30_v2	SUSY	OnlineMonitor,DoubleEG	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_DoubleJetsC100_SingleBTagCSV_p026_SinglePFJetC350_v2	Higgs	OnlineMonitor,BTagCSV	8.4547529803	±	2.81825099343	8.4547529803	±	2.81825099343	
1	HLT_L1BptxMinus_v1	null	OnlineMonitor,EmptyBX	0.0	±	0	0.0	±	0	
1	HLT_Ele12_CaloIdL_TrackIdL_IsoVL_PFJet30_v4	SUSY	OnlineMonitor,DoubleEG	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Ele17_CaloIdM_TrackIdM_PFJet30_v2	SUSY	OnlineMonitor,DoubleEG	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_VBF_DisplacedJet40_Hadronic_v3	EXO	OnlineMonitor,DisplacedJet	9.39416997811	±	2.97069738576	9.39416997811	±	2.97069738576	
1	HLT_Mu30_eta2p1_PFJet150_PFJet50_v2	B2G	OnlineMonitor,SingleMuon	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_PFHT650_v4	EXO	OnlineMonitor,JetHT	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_DoubleMu8_Mass8_PFHT250_v2	null	OnlineMonitor,DoubleMuon	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_VBF_v3	HIG	OnlineMonitor,SinglePhoton	7.51533598249	±	2.65707251806	7.51533598249	±	2.65707251806	
1	HLT_HT250_DisplacedDijet40_DisplacedTrack_v3	EXO	OnlineMonitor,DisplacedJet	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_Mu8_TrkIsoVVL_Ele23_CaloIdL_TrackIdL_IsoVL_v4	HIG	OnlineMonitor,MuonEG	3.75766799124	±	1.87883399562	3.75766799124	±	1.87883399562	
1	HLT_Mu17_Mu8_DZ_v3	Muon	OnlineMonitor,DoubleMuon	0.939416997811	±	0.939416997811	0.939416997811	±	0.939416997811	
1	HLT_IsoTkMu24_v2	SMP,muon	OnlineMonitor,SingleMuon	62.9409388533	±	7.68945952698	62.9409388533	±	7.68945952698	
1	HLT_PFHT300_DiPFJetAve90_PFAlphaT0p53_v3	null	OnlineMonitor,HTMHT	6.57591898468	±	2.4854637536	6.57591898468	±	2.4854637536	
1	HLT_Photon90_v4	SMP	OnlineMonitor,SinglePhoton	0.0	±	0	0.0	±	0	
1	HLT_PFMET120_PFMHT120_IDTight_v3	null	OnlineMonitor,MET	4.69708498906	±	2.10060026632	4.69708498906	±	2.10060026632	
1	HLT_PFMET90_PFMHT90_IDTight_v3	HIG (Hbb)	OnlineMonitor,MET	15.9700889628	±	3.87331550848	15.9700889628	±	3.87331550848	
1	HLT_QuadJet45_DoubleBTagCSV_p087_v2	HIG (Hbb)	OnlineMonitor,BTagCSV	1.87883399562	±	1.32853625903	1.87883399562	±	1.32853625903	
1	HLT_Photon36_R9Id90_HE10_Iso40_EBOnly_PFMET40_v4	HIG	OnlineMonitor,SinglePhoton	15.030671965	±	3.75766799124	15.030671965	±	3.75766799124	
1	HLT_HcalPhiSym_v3	null	OnlineMonitor,HcalNZS	0.0	±	0	0.0	±	0	
